fund_id,trustee_id,trustee_en,trustee_zh,scheme_id,scheme_en,scheme_zh,fund_type_id,fund_type_en,fund_type_zh,fund_name_en,fund_name_zh,class,launch_date,scheme_key,fund_en_key,fund_zh_key,match_key,match_key_zh,scheme_zh_key,match_key_zhzh,master_match_method,master_matched_on,master_scheme,master_constituent_fund,master_mpf_trustee,master_fund_type,master_launch_date,master_fund_size_hkd_m,master_risk_class,master_latest_fund_expense_ratio,master_calendar_year_return_2025,master_calendar_year_return_2024,master_calendar_year_return_2023,master_calendar_year_return_2022,master_calendar_year_return_2021,master_scheme_tc,master_constituent_fund_tc,master_mpf_trustee_tc,master_fund_type_tc,master_scheme_sc,master_constituent_fund_sc,master_mpf_trustee_sc,master_fund_type_sc,master_fund_code,master_scheme_key,master_fund_en_key,master_fund_zh_key,master_match_key,master_match_key_zh,master_scheme_zh_key,master_match_key_zhzh,master_source_priority,master_match_priority,price_match_method,price_matched_on,price_source_file,price_snapshot_date,price_month_label,price_trustee_en,price_trustee_zh,price_scheme_en,price_scheme_zh,price_fund_en,price_fund_zh,price_price_hkd,price_bid_price_hkd,price_offer_price_hkd,price_notes_en,price_notes_zh,price_scheme_key,price_fund_en_key,price_fund_zh_key,price_match_key,price_match_key_zh,price_scheme_zh_key,price_match_key_zhzh,price_source_priority,price_match_priority
413,SUNL,Sun Life,永明,RL,Sun Life Rainbow MPF Scheme,永明彩虹強積金計劃,EQ_GLOB,Equity Fund - Global Equity Fund,股票基金 - 環球股票基金,Sun Life MPF Multi-Sector Equity Fund - Class A,永明強積金行業股票基金 - A類,A,2008-03-01,sun life rainbow mpf scheme,sun life mpf multi-sector equity fund,永明強積金行業股票基金-A類,sun life rainbow mpf scheme||sun life mpf multi-sector equity fund,sun life rainbow mpf scheme||永明強積金行業股票基金-A類,永明彩虹強積金計劃,永明彩虹強積金計劃||永明強積金行業股票基金-A類,en_exact,scheme_en + fund_en,Sun Life Rainbow MPF Scheme,Sun Life MPF Multi-Sector Equity Fund - Class A,Sun Life,Equity Fund - Global Equity Fund,2008-03-01,"2,033.88",5,1.82226,17.93,11.51,18.86,-20.25,18.63,永明彩虹強積金計劃,永明強積金行業股票基金 - A類,永明,股票基金 - 環球股票基金,永明彩虹强积金计划,"永明强积金行业股票基金
 - A类",永明,股票基金 - 环球股票基金,SUNL-RL-MSEFDA,sun life rainbow mpf scheme,sun life mpf multi-sector equity fund,永明強積金行業股票基金-A類,sun life rainbow mpf scheme||sun life mpf multi-sector equity fund,sun life rainbow mpf scheme||永明強積金行業股票基金-A類,永明彩虹強積金計劃,永明彩虹強積金計劃||永明強積金行業股票基金-A類,1.0,1.0,en_exact,scheme_en + fund_en,consolidated_list_for_apr_26_read_only.xls,2026-04-30,April 2026,Sun Life Trustee Company Limited,永明信託有限公司,Sun Life Rainbow MPF Scheme,永明彩虹強積金計劃,Sun Life MPF Multi-Sector Equity Fund - Class A,永明強積金行業股票基金 - A 類,2.6384,,,3a,"4b, 4d",sun life rainbow mpf scheme,sun life mpf multi-sector equity fund,永明強積金行業股票基金-A類,sun life rainbow mpf scheme||sun life mpf multi-sector equity fund,sun life rainbow mpf scheme||永明強積金行業股票基金-A類,永明彩虹強積金計劃,永明彩虹強積金計劃||永明強積金行業股票基金-A類,1.0,1.0
414,SUNL,Sun Life,永明,RL,Sun Life Rainbow MPF Scheme,永明彩虹強積金計劃,EQ_GLOB,Equity Fund - Global Equity Fund,股票基金 - 環球股票基金,Sun Life MPF Multi-Sector Equity Fund - Class B,永明強積金行業股票基金 - B類,B,2008-03-01,sun life rainbow mpf scheme,sun life mpf multi-sector equity fund,永明強積金行業股票基金-B類,sun life rainbow mpf scheme||sun life mpf multi-sector equity fund,sun life rainbow mpf scheme||永明強積金行業股票基金-B類,永明彩虹強積金計劃,永明彩虹強積金計劃||永明強積金行業股票基金-B類,en_exact,scheme_en + fund_en,Sun Life Rainbow MPF Scheme,Sun Life MPF Multi-Sector Equity Fund - Class A,Sun Life,Equity Fund - Global Equity Fund,2008-03-01,"2,033.88",5,1.82226,17.93,11.51,18.86,-20.25,18.63,永明彩虹強積金計劃,永明強積金行業股票基金 - A類,永明,股票基金 - 環球股票基金,永明彩虹强积金计划,"永明强积金行业股票基金
 - A类",永明,股票基金 - 环球股票基金,SUNL-RL-MSEFDA,sun life rainbow mpf scheme,sun life mpf multi-sector equity fund,永明強積金行業股票基金-A類,sun life rainbow mpf scheme||sun life mpf multi-sector equity fund,sun life rainbow mpf scheme||永明強積金行業股票基金-A類,永明彩虹強積金計劃,永明彩虹強積金計劃||永明強積金行業股票基金-A類,1.0,1.0,en_exact,scheme_en + fund_en,consolidated_list_for_apr_26_read_only.xls,2026-04-30,April 2026,Sun Life Trustee Company Limited,永明信託有限公司,Sun Life Rainbow MPF Scheme,永明彩虹強積金計劃,Sun Life MPF Multi-Sector Equity Fund - Class A,永明強積金行業股票基金 - A 類,2.6384,,,3a,"4b, 4d",sun life rainbow mpf scheme,sun life mpf multi-sector equity fund,永明強積金行業股票基金-A類,sun life rainbow mpf scheme||sun life mpf multi-sector equity fund,sun life rainbow mpf scheme||永明強積金行業股票基金-A類,永明彩虹強積金計劃,永明彩虹強積金計劃||永明強積金行業股票基金-A類,1.0,1.0
415,SUNL,Sun Life,永明,RL,Sun Life Rainbow MPF Scheme,永明彩虹強積金計劃,EQ_ASIA,Equity Fund - Asia Equity Fund,股票基金 - 亞洲股票基金,Sun Life MPF Asian Equity Fund - Class A,永明強積金亞洲股票基金 - A類,A,2008-03-01,sun life rainbow mpf scheme,sun life mpf asian equity fund,永明強積金亞洲股票基金-A類,sun life rainbow mpf scheme||sun life mpf asian equity fund,sun life rainbow mpf scheme||永明強積金亞洲股票基金-A類,永明彩虹強積金計劃,永明彩虹強積金計劃||永明強積金亞洲股票基金-A類,en_exact,scheme_en + fund_en,Sun Life Rainbow MPF Scheme,Sun Life MPF Asian Equity Fund - Class A,Sun Life,Equity Fund - Asia Equity Fund,2008-03-01,903.15,5,2.05256,25.57,3.77,1.05,-22.05,-6.97,永明彩虹強積金計劃,永明強積金亞洲股票基金 - A類,永明,股票基金 - 亞洲股票基金,永明彩虹强积金计划,"永明强积金亚洲股票基金
 - A类",永明,股票基金 - 亚洲股票基金,SUNL-RL-ASEQFA,sun life rainbow mpf scheme,sun life mpf asian equity fund,永明強積金亞洲股票基金-A類,sun life rainbow mpf scheme||sun life mpf asian equity fund,sun life rainbow mpf scheme||永明強積金亞洲股票基金-A類,永明彩虹強積金計劃,永明彩虹強積金計劃||永明強積金亞洲股票基金-A類,1.0,1.0,en_exact,scheme_en + fund_en,consolidated_list_for_apr_26_read_only.xls,2026-04-30,April 2026,Sun Life Trustee Company Limited,永明信託有限公司,Sun Life Rainbow MPF Scheme,永明彩虹強積金計劃,Sun Life MPF Asian Equity Fund - Class A,永明強積金亞洲股票基金 - A 類,2.3989,,,3a,"4b, 4d",sun life rainbow mpf scheme,sun life mpf asian equity fund,永明強積金亞洲股票基金-A類,sun life rainbow mpf scheme||sun life mpf asian equity fund,sun life rainbow mpf scheme||永明強積金亞洲股票基金-A類,永明彩虹強積金計劃,永明彩虹強積金計劃||永明強積金亞洲股票基金-A類,1.0,1.0
416,SUNL,Sun Life,永明,RL,Sun Life Rainbow MPF Scheme,永明彩虹強積金計劃,EQ_ASIA,Equity Fund - Asia Equity Fund,股票基金 - 亞洲股票基金,Sun Life MPF Asian Equity Fund - Class B,永明強積金亞洲股票基金 - B類,B,2008-03-01,sun life rainbow mpf scheme,sun life mpf asian equity fund,永明強積金亞洲股票基金-B類,sun life rainbow mpf scheme||sun life mpf asian equity fund,sun life rainbow mpf scheme||永明強積金亞洲股票基金-B類,永明彩虹強積金計劃,永明彩虹強積金計劃||永明強積金亞洲股票基金-B類,en_exact,scheme_en + fund_en,Sun Life Rainbow MPF Scheme,Sun Life MPF Asian Equity Fund - Class A,Sun Life,Equity Fund - Asia Equity Fund,2008-03-01,903.15,5,2.05256,25.57,3.77,1.05,-22.05,-6.97,永明彩虹強積金計劃,永明強積金亞洲股票基金 - A類,永明,股票基金 - 亞洲股票基金,永明彩虹强积金计划,"永明强积金亚洲股票基金
 - A类",永明,股票基金 - 亚洲股票基金,SUNL-RL-ASEQFA,sun life rainbow mpf scheme,sun life mpf asian equity fund,永明強積金亞洲股票基金-A類,sun life rainbow mpf scheme||sun life mpf asian equity fund,sun life rainbow mpf scheme||永明強積金亞洲股票基金-A類,永明彩虹強積金計劃,永明彩虹強積金計劃||永明強積金亞洲股票基金-A類,1.0,1.0,en_exact,scheme_en + fund_en,consolidated_list_for_apr_26_read_only.xls,2026-04-30,April 2026,Sun Life Trustee Company Limited,永明信託有限公司,Sun Life Rainbow MPF Scheme,永明彩虹強積金計劃,Sun Life MPF Asian Equity Fund - Class A,永明強積金亞洲股票基金 - A 類,2.3989,,,3a,"4b, 4d",sun life rainbow mpf scheme,sun life mpf asian equity fund,永明強積金亞洲股票基金-A類,sun life rainbow mpf scheme||sun life mpf asian equity fund,sun life rainbow mpf scheme||永明強積金亞洲股票基金-A類,永明彩虹強積金計劃,永明彩虹強積金計劃||永明強積金亞洲股票基金-A類,1.0,1.0
417,SUNL,Sun Life,永明,RL,Sun Life Rainbow MPF Scheme,永明彩虹強積金計劃,EQ_GCHNA,Equity Fund - Greater China Equity Fund,股票基金 - 大中華股票基金,Sun Life MPF Greater China Equity Fund - Class A,永明強積金大中華股票基金 - A類,A,2008-03-01,sun life rainbow mpf scheme,sun life mpf greater china equity fund,永明強積金大中華股票基金-A類,sun life rainbow mpf scheme||sun life mpf greater china equity fund,sun life rainbow mpf scheme||永明強積金大中華股票基金-A類,永明彩虹強積金計劃,永明彩虹強積金計劃||永明強積金大中華股票基金-A類,en_exact,scheme_en + fund_en,Sun Life Rainbow MPF Scheme,Sun Life MPF Greater China Equity Fund - Class A,Sun Life,Equity Fund - Greater China Equity Fund,2008-03-01,"1,285.85",6,2.06982,29.34,12.23,-8.73,-27.83,-8.14,永明彩虹強積金計劃,永明強積金大中華股票基金 - A類,永明,股票基金 - 大中華股票基金,永明彩虹强积金计划,"永明强积金大中华股票基金
 - A类",永明,股票基金 - 大中华股票基金,SUNL-RL-GCEFDA,sun life rainbow mpf scheme,sun life mpf greater china equity fund,永明強積金大中華股票基金-A類,sun life rainbow mpf scheme||sun life mpf greater china equity fund,sun life rainbow mpf scheme||永明強積金大中華股票基金-A類,永明彩虹強積金計劃,永明彩虹強積金計劃||永明強積金大中華股票基金-A類,1.0,1.0,en_exact,scheme_en + fund_en,consolidated_list_for_apr_26_read_only.xls,2026-04-30,April 2026,Sun Life Trustee Company Limited,永明信託有限公司,Sun Life Rainbow MPF Scheme,永明彩虹強積金計劃,Sun Life MPF Greater China Equity Fund - Class A,永明強積金大中華股票基金 - A 類,1.884,,,3a,"4b, 4d",sun life rainbow mpf scheme,sun life mpf greater china equity fund,永明強積金大中華股票基金-A類,sun life rainbow mpf scheme||sun life mpf greater china equity fund,sun life rainbow mpf scheme||永明強積金大中華股票基金-A類,永明彩虹強積金計劃,永明彩虹強積金計劃||永明強積金大中華股票基金-A類,1.0,1.0
418,SUNL,Sun Life,永明,RL,Sun Life Rainbow MPF Scheme,永明彩虹強積金計劃,EQ_GCHNA,Equity Fund - Greater China Equity Fund,股票基金 - 大中華股票基金,Sun Life MPF Greater China Equity Fund - Class B,永明強積金大中華股票基金 - B類,B,2008-03-01,sun life rainbow mpf scheme,sun life mpf greater china equity fund,永明強積金大中華股票基金-B類,sun life rainbow mpf scheme||sun life mpf greater china equity fund,sun life rainbow mpf scheme||永明強積金大中華股票基金-B類,永明彩虹強積金計劃,永明彩虹強積金計劃||永明強積金大中華股票基金-B類,en_exact,scheme_en + fund_en,Sun Life Rainbow MPF Scheme,Sun Life MPF Greater China Equity Fund - Class A,Sun Life,Equity Fund - Greater China Equity Fund,2008-03-01,"1,285.85",6,2.06982,29.34,12.23,-8.73,-27.83,-8.14,永明彩虹強積金計劃,永明強積金大中華股票基金 - A類,永明,股票基金 - 大中華股票基金,永明彩虹强积金计划,"永明强积金大中华股票基金
 - A类",永明,股票基金 - 大中华股票基金,SUNL-RL-GCEFDA,sun life rainbow mpf scheme,sun life mpf greater china equity fund,永明強積金大中華股票基金-A類,sun life rainbow mpf scheme||sun life mpf greater china equity fund,sun life rainbow mpf scheme||永明強積金大中華股票基金-A類,永明彩虹強積金計劃,永明彩虹強積金計劃||永明強積金大中華股票基金-A類,1.0,1.0,en_exact,scheme_en + fund_en,consolidated_list_for_apr_26_read_only.xls,2026-04-30,April 2026,Sun Life Trustee Company Limited,永明信託有限公司,Sun Life Rainbow MPF Scheme,永明彩虹強積金計劃,Sun Life MPF Greater China Equity Fund - Class A,永明強積金大中華股票基金 - A 類,1.884,,,3a,"4b, 4d",sun life rainbow mpf scheme,sun life mpf greater china equity fund,永明強積金大中華股票基金-A類,sun life rainbow mpf scheme||sun life mpf greater china equity fund,sun life rainbow mpf scheme||永明強積金大中華股票基金-A類,永明彩虹強積金計劃,永明彩虹強積金計劃||永明強積金大中華股票基金-A類,1.0,1.0
419,SUNL,Sun Life,永明,RL,Sun Life Rainbow MPF Scheme,永明彩虹強積金計劃,BOND_GLOB,Bond Fund - Global Bond Fund,債券基金 - 環球債券基金,Sun Life MPF Global Bond Fund - Class A,永明強積金環球債券基金 - A類,A,2010-01-01,sun life rainbow mpf scheme,sun life mpf global bond fund,永明強積金環球債券基金-A類,sun life rainbow mpf scheme||sun life mpf global bond fund,sun life rainbow mpf scheme||永明強積金環球債券基金-A類,永明彩虹強積金計劃,永明彩虹強積金計劃||永明強積金環球債券基金-A類,en_exact,scheme_en + fund_en,Sun Life Rainbow MPF Scheme,Sun Life MPF Global Bond Fund - Class A,Sun Life,Bond Fund - Global Bond Fund,2010-01-01,349.45,4,1.78008,4.86,-3.33,4.83,-13.70,-3.65,永明彩虹強積金計劃,永明強積金環球債券基金 - A類,永明,債券基金 - 環球債券基金,永明彩虹强积金计划,"永明强积金环球债券基金
 - A类",永明,债券基金 - 环球债券基金,SUNL-RL-GLBDFA,sun life rainbow mpf scheme,sun life mpf global bond fund,永明強積金環球債券基金-A類,sun life rainbow mpf scheme||sun life mpf global bond fund,sun life rainbow mpf scheme||永明強積金環球債券基金-A類,永明彩虹強積金計劃,永明彩虹強積金計劃||永明強積金環球債券基金-A類,1.0,1.0,en_exact,scheme_en + fund_en,consolidated_list_for_apr_26_read_only.xls,2026-04-30,April 2026,Sun Life Trustee Company Limited,永明信託有限公司,Sun Life Rainbow MPF Scheme,永明彩虹強積金計劃,Sun Life MPF Global Bond Fund - Class A,永明強積金環球債券基金 - A 類,0.9226,,,3a,"4b, 4d",sun life rainbow mpf scheme,sun life mpf global bond fund,永明強積金環球債券基金-A類,sun life rainbow mpf scheme||sun life mpf global bond fund,sun life rainbow mpf scheme||永明強積金環球債券基金-A類,永明彩虹強積金計劃,永明彩虹強積金計劃||永明強積金環球債券基金-A類,1.0,1.0
420,SUNL,Sun Life,永明,RL,Sun Life Rainbow MPF Scheme,永明彩虹強積金計劃,BOND_GLOB,Bond Fund - Global Bond Fund,債券基金 - 環球債券基金,Sun Life MPF Global Bond Fund - Class B,永明強積金環球債券基金 - B類,B,2010-01-01,sun life rainbow mpf scheme,sun life mpf global bond fund,永明強積金環球債券基金-B類,sun life rainbow mpf scheme||sun life mpf global bond fund,sun life rainbow mpf scheme||永明強積金環球債券基金-B類,永明彩虹強積金計劃,永明彩虹強積金計劃||永明強積金環球債券基金-B類,en_exact,scheme_en + fund_en,Sun Life Rainbow MPF Scheme,Sun Life MPF Global Bond Fund - Class A,Sun Life,Bond Fund - Global Bond Fund,2010-01-01,349.45,4,1.78008,4.86,-3.33,4.83,-13.70,-3.65,永明彩虹強積金計劃,永明強積金環球債券基金 - A類,永明,債券基金 - 環球債券基金,永明彩虹强积金计划,"永明强积金环球债券基金
 - A类",永明,债券基金 - 环球债券基金,SUNL-RL-GLBDFA,sun life rainbow mpf scheme,sun life mpf global bond fund,永明強積金環球債券基金-A類,sun life rainbow mpf scheme||sun life mpf global bond fund,sun life rainbow mpf scheme||永明強積金環球債券基金-A類,永明彩虹強積金計劃,永明彩虹強積金計劃||永明強積金環球債券基金-A類,1.0,1.0,en_exact,scheme_en + fund_en,consolidated_list_for_apr_26_read_only.xls,2026-04-30,April 2026,Sun Life Trustee Company Limited,永明信託有限公司,Sun Life Rainbow MPF Scheme,永明彩虹強積金計劃,Sun Life MPF Global Bond Fund - Class A,永明強積金環球債券基金 - A 類,0.9226,,,3a,"4b, 4d",sun life rainbow mpf scheme,sun life mpf global bond fund,永明強積金環球債券基金-A類,sun life rainbow mpf scheme||sun life mpf global bond fund,sun life rainbow mpf scheme||永明強積金環球債券基金-A類,永明彩虹強積金計劃,永明彩虹強積金計劃||永明強積金環球債券基金-A類,1.0,1.0
421,SUNL,Sun Life,永明,RL,Sun Life Rainbow MPF Scheme,永明彩虹強積金計劃,MM_OTH,Money Market Fund - Other than MPF Conservative Fund,貨幣市場基金 - 不包括強積金保守基金,Sun Life MPF RMB and HKD Fund - Class A,永明強積金人民幣及港元基金 - A類,A,2012-06-30,sun life rainbow mpf scheme,sun life mpf rmb and hkd fund,永明強積金人民幣及港元基金-A類,sun life rainbow mpf scheme||sun life mpf rmb and hkd fund,sun life rainbow mpf scheme||永明強積金人民幣及港元基金-A類,永明彩虹強積金計劃,永明彩虹強積金計劃||永明強積金人民幣及港元基金-A類,en_exact,scheme_en + fund_en,Sun Life Rainbow MPF Scheme,Sun Life MPF RMB and HKD Fund - Class A,Sun Life,Money Market Fund - Other than MPF Conservative Fund,2012-06-30,175.83,3,1.23653,4.54,-0.41,0.31,-3.94,2.23,永明彩虹強積金計劃,永明強積金人民幣及港元基金 - A類,永明,貨幣市場基金 — 不包括強積金保守基金,永明彩虹强积金计划,"永明强积金人民币及港元基金
 - A类",永明,货币市场基金 — 不包括强积金保守基金,SUNL-RL-RMHDFA,sun life rainbow mpf scheme,sun life mpf rmb and hkd fund,永明強積金人民幣及港元基金-A類,sun life rainbow mpf scheme||sun life mpf rmb and hkd fund,sun life rainbow mpf scheme||永明強積金人民幣及港元基金-A類,永明彩虹強積金計劃,永明彩虹強積金計劃||永明強積金人民幣及港元基金-A類,1.0,1.0,en_exact,scheme_en + fund_en,consolidated_list_for_apr_26_read_only.xls,2026-04-30,April 2026,Sun Life Trustee Company Limited,永明信託有限公司,Sun Life Rainbow MPF Scheme,永明彩虹強積金計劃,Sun Life MPF RMB and HKD Fund - Class A,永明強積金人民幣及港元基金 - A 類,1.1286,,,3a,"4b, 4d",sun life rainbow mpf scheme,sun life mpf rmb and hkd fund,永明強積金人民幣及港元基金-A類,sun life rainbow mpf scheme||sun life mpf rmb and hkd fund,sun life rainbow mpf scheme||永明強積金人民幣及港元基金-A類,永明彩虹強積金計劃,永明彩虹強積金計劃||永明強積金人民幣及港元基金-A類,1.0,1.0
422,SUNL,Sun Life,永明,RL,Sun Life Rainbow MPF Scheme,永明彩虹強積金計劃,MM_OTH,Money Market Fund - Other than MPF Conservative Fund,貨幣市場基金 - 不包括強積金保守基金,Sun Life MPF RMB and HKD Fund - Class B,永明強積金人民幣及港元基金 - B類,B,2012-06-30,sun life rainbow mpf scheme,sun life mpf rmb and hkd fund,永明強積金人民幣及港元基金-B類,sun life rainbow mpf scheme||sun life mpf rmb and hkd fund,sun life rainbow mpf scheme||永明強積金人民幣及港元基金-B類,永明彩虹強積金計劃,永明彩虹強積金計劃||永明強積金人民幣及港元基金-B類,en_exact,scheme_en + fund_en,Sun Life Rainbow MPF Scheme,Sun Life MPF RMB and HKD Fund - Class A,Sun Life,Money Market Fund - Other than MPF Conservative Fund,2012-06-30,175.83,3,1.23653,4.54,-0.41,0.31,-3.94,2.23,永明彩虹強積金計劃,永明強積金人民幣及港元基金 - A類,永明,貨幣市場基金 — 不包括強積金保守基金,永明彩虹强积金计划,"永明强积金人民币及港元基金
 - A类",永明,货币市场基金 — 不包括强积金保守基金,SUNL-RL-RMHDFA,sun life rainbow mpf scheme,sun life mpf rmb and hkd fund,永明強積金人民幣及港元基金-A類,sun life rainbow mpf scheme||sun life mpf rmb and hkd fund,sun life rainbow mpf scheme||永明強積金人民幣及港元基金-A類,永明彩虹強積金計劃,永明彩虹強積金計劃||永明強積金人民幣及港元基金-A類,1.0,1.0,en_exact,scheme_en + fund_en,consolidated_list_for_apr_26_read_only.xls,2026-04-30,April 2026,Sun Life Trustee Company Limited,永明信託有限公司,Sun Life Rainbow MPF Scheme,永明彩虹強積金計劃,Sun Life MPF RMB and HKD Fund - Class A,永明強積金人民幣及港元基金 - A 類,1.1286,,,3a,"4b, 4d",sun life rainbow mpf scheme,sun life mpf rmb and hkd fund,永明強積金人民幣及港元基金-A類,sun life rainbow mpf scheme||sun life mpf rmb and hkd fund,sun life rainbow mpf scheme||永明強積金人民幣及港元基金-A類,永明彩虹強積金計劃,永明彩虹強積金計劃||永明強積金人民幣及港元基金-A類,1.0,1.0
423,SUNL,Sun Life,永明,RL,Sun Life Rainbow MPF Scheme,永明彩虹強積金計劃,EQ_HK_IDX,Equity Fund - Hong Kong Equity Fund (Index Tracking),股票基金 - 香港股票基金（追蹤指數）,Sun Life FTSE MPF Hong Kong Index Fund - Class A,永明富時強積金香港指數基金 - A類,A,2013-12-10,sun life rainbow mpf scheme,sun life ftse mpf hong kong index fund,永明富時強積金香港指數基金-A類,sun life rainbow mpf scheme||sun life ftse mpf hong kong index fund,sun life rainbow mpf scheme||永明富時強積金香港指數基金-A類,永明彩虹強積金計劃,永明彩虹強積金計劃||永明富時強積金香港指數基金-A類,en_exact,scheme_en + fund_en,Sun Life Rainbow MPF Scheme,Sun Life FTSE MPF Hong Kong Index Fund - Class A,Sun Life,Equity Fund - Hong Kong Equity Fund (Index Tracking),2013-12-10,486.33,6,0.92593,36.27,18.95,-12.61,-15.08,-16.53,永明彩虹強積金計劃,永明富時強積金香港指數基金 - A類,永明,股票基金 - 香港股票基金（追蹤指數）,永明彩虹强积金计划,"永明富时强积金香港指数基金
 - A类",永明,股票基金 - 香港股票基金（追踪指数）,SUNL-RL-FHKFDA,sun life rainbow mpf scheme,sun life ftse mpf hong kong index fund,永明富時強積金香港指數基金-A類,sun life rainbow mpf scheme||sun life ftse mpf hong kong index fund,sun life rainbow mpf scheme||永明富時強積金香港指數基金-A類,永明彩虹強積金計劃,永明彩虹強積金計劃||永明富時強積金香港指數基金-A類,1.0,1.0,en_exact,scheme_en + fund_en,consolidated_list_for_apr_26_read_only.xls,2026-04-30,April 2026,Sun Life Trustee Company Limited,永明信託有限公司,Sun Life Rainbow MPF Scheme,永明彩虹強積金計劃,Sun Life FTSE MPF Hong Kong Index Fund - Class A,永明富時強積金香港指數基金 - A 類,1.4428,,,3a,"4b, 4d",sun life rainbow mpf scheme,sun life ftse mpf hong kong index fund,永明富時強積金香港指數基金-A類,sun life rainbow mpf scheme||sun life ftse mpf hong kong index fund,sun life rainbow mpf scheme||永明富時強積金香港指數基金-A類,永明彩虹強積金計劃,永明彩虹強積金計劃||永明富時強積金香港指數基金-A類,1.0,1.0
424,SUNL,Sun Life,永明,RL,Sun Life Rainbow MPF Scheme,永明彩虹強積金計劃,EQ_HK_IDX,Equity Fund - Hong Kong Equity Fund (Index Tracking),股票基金 - 香港股票基金（追蹤指數）,Sun Life FTSE MPF Hong Kong Index Fund - Class B,永明富時強積金香港指數基金 - B類,B,2013-12-10,sun life rainbow mpf scheme,sun life ftse mpf hong kong index fund,永明富時強積金香港指數基金-B類,sun life rainbow mpf scheme||sun life ftse mpf hong kong index fund,sun life rainbow mpf scheme||永明富時強積金香港指數基金-B類,永明彩虹強積金計劃,永明彩虹強積金計劃||永明富時強積金香港指數基金-B類,en_exact,scheme_en + fund_en,Sun Life Rainbow MPF Scheme,Sun Life FTSE MPF Hong Kong Index Fund - Class A,Sun Life,Equity Fund - Hong Kong Equity Fund (Index Tracking),2013-12-10,486.33,6,0.92593,36.27,18.95,-12.61,-15.08,-16.53,永明彩虹強積金計劃,永明富時強積金香港指數基金 - A類,永明,股票基金 - 香港股票基金（追蹤指數）,永明彩虹强积金计划,"永明富时强积金香港指数基金
 - A类",永明,股票基金 - 香港股票基金（追踪指数）,SUNL-RL-FHKFDA,sun life rainbow mpf scheme,sun life ftse mpf hong kong index fund,永明富時強積金香港指數基金-A類,sun life rainbow mpf scheme||sun life ftse mpf hong kong index fund,sun life rainbow mpf scheme||永明富時強積金香港指數基金-A類,永明彩虹強積金計劃,永明彩虹強積金計劃||永明富時強積金香港指數基金-A類,1.0,1.0,en_exact,scheme_en + fund_en,consolidated_list_for_apr_26_read_only.xls,2026-04-30,April 2026,Sun Life Trustee Company Limited,永明信託有限公司,Sun Life Rainbow MPF Scheme,永明彩虹強積金計劃,Sun Life FTSE MPF Hong Kong Index Fund - Class A,永明富時強積金香港指數基金 - A 類,1.4428,,,3a,"4b, 4d",sun life rainbow mpf scheme,sun life ftse mpf hong kong index fund,永明富時強積金香港指數基金-A類,sun life rainbow mpf scheme||sun life ftse mpf hong kong index fund,sun life rainbow mpf scheme||永明富時強積金香港指數基金-A類,永明彩虹強積金計劃,永明彩虹強積金計劃||永明富時強積金香港指數基金-A類,1.0,1.0
425,SUNL,Sun Life,永明,RL,Sun Life Rainbow MPF Scheme,永明彩虹強積金計劃,MIX_DIS_CAF,Mixed Assets Fund - Default Investment Strategy - Core Accumulation Fund,混合資產基金 - 預設投資策略-核心累積基金,Sun Life MPF Core Accumulation Fund,永明強積金核心累積基金,,2017-04-01,sun life rainbow mpf scheme,sun life mpf core accumulation fund,永明強積金核心累積基金,sun life rainbow mpf scheme||sun life mpf core accumulation fund,sun life rainbow mpf scheme||永明強積金核心累積基金,永明彩虹強積金計劃,永明彩虹強積金計劃||永明強積金核心累積基金,en_exact,scheme_en + fund_en,Sun Life Rainbow MPF Scheme,Sun Life MPF Core Accumulation Fund,Sun Life,Mixed Assets Fund - Default Investment Strategy - Core Accumulation Fund,2017-04-01,"17,896.86",4,0.77042,13.39,9.81,13.28,-14.87,9.72,永明彩虹強積金計劃,永明強積金核心累積基金,永明,混合資產基金 - 預設投資策略-核心累積基金,永明彩虹强积金计划,"永明强积金核心累积基金
",永明,混合资产基金 - 预设投资策略-核心累积基金,SUNL-RL-CRACFD,sun life rainbow mpf scheme,sun life mpf core accumulation fund,永明強積金核心累積基金,sun life rainbow mpf scheme||sun life mpf core accumulation fund,sun life rainbow mpf scheme||永明強積金核心累積基金,永明彩虹強積金計劃,永明彩虹強積金計劃||永明強積金核心累積基金,1.0,1.0,en_exact,scheme_en + fund_en,consolidated_list_for_apr_26_read_only.xls,2026-04-30,April 2026,Sun Life Trustee Company Limited,永明信託有限公司,Sun Life Rainbow MPF Scheme,永明彩虹強積金計劃,Sun Life MPF Core Accumulation Fund,永明強積金核心累積基金,1.8234,,,3a,"4b, 4d",sun life rainbow mpf scheme,sun life mpf core accumulation fund,永明強積金核心累積基金,sun life rainbow mpf scheme||sun life mpf core accumulation fund,sun life rainbow mpf scheme||永明強積金核心累積基金,永明彩虹強積金計劃,永明彩虹強積金計劃||永明強積金核心累積基金,1.0,1.0
