fund_id,trustee_id,trustee_en,trustee_zh,scheme_id,scheme_en,scheme_zh,fund_type_id,fund_type_en,fund_type_zh,fund_name_en,fund_name_zh,class,launch_date
567,BCT,BCT,銀聯,BS,BCT Strategic MPF Scheme,BCT強積金策略計劃,MIX_DIS_CAF,Mixed Assets Fund - Default Investment Strategy - Core Accumulation Fund,混合資產基金 - 預設投資策略-核心累積基金,Invesco Core Accumulation Fund,景順核心累積基金 - 單位類別A,X_DIS_CAF,2017-04-01
568,BCT,BCT,銀聯,BS,BCT Strategic MPF Scheme,BCT強積金策略計劃,MIX_DIS_65,Mixed Assets Fund - Default Investment Strategy - Age 65 Plus Fund,混合資產基金 - 預設投資策略-65歲後基金,Invesco Age 65 Plus Fund,景順65歲後基金 - 單位類別H,X_DIS_65,2017-04-01
569,BCT,BCT,銀聯,BS,BCT Strategic MPF Scheme,BCT強積金策略計劃,MIX_DIS_65,Mixed Assets Fund - Default Investment Strategy - Age 65 Plus Fund,混合資產基金 - 預設投資策略-65歲後基金,Invesco Age 65 Plus Fund,景順65歲後基金 - 單位類別A,X_DIS_65,2017-04-01
570,BCT,BCT,銀聯,BS,BCT Strategic MPF Scheme,BCT強積金策略計劃,BOND_GLOB,Bond Fund - Global Bond Fund,債券基金 - 環球債券基金,Invesco Global Bond Fund,景順環球債券基金 - 單位類別A,ND_GLOB,2003-03-05
571,BCT,BCT,銀聯,BS,BCT Strategic MPF Scheme,BCT強積金策略計劃,BOND_GLOB,Bond Fund - Global Bond Fund,債券基金 - 環球債券基金,Invesco Global Bond Fund,景順環球債券基金 - 單位類別H,ND_GLOB,2003-03-05
572,BCT,BCT,銀聯,BS,BCT Strategic MPF Scheme,BCT強積金策略計劃,BOND_RMB,Bond Fund - RMB Bond Fund,債券基金 - 人民幣債券基金,Invesco RMB Bond Fund,景順人民幣債券基金 - 單位類別H,ND_RMB,2013-03-06
573,BCT,BCT,銀聯,BS,BCT Strategic MPF Scheme,BCT強積金策略計劃,BOND_RMB,Bond Fund - RMB Bond Fund,債券基金 - 人民幣債券基金,Invesco RMB Bond Fund,景順人民幣債券基金 - 單位類別A,ND_RMB,2013-03-05
574,BCT,BCT,銀聯,BS,BCT Strategic MPF Scheme,BCT強積金策略計劃,MM_MPFCON,Money Market Fund - MPF Conservative Fund,貨幣市場基金 - 強積金保守基金,Invesco MPF Conservative Fund,景順強積金保守基金 - 單位類別H,_MPFCON,
575,BCT,BCT,銀聯,BS,BCT Strategic MPF Scheme,BCT強積金策略計劃,MM_MPFCON,Money Market Fund - MPF Conservative Fund,貨幣市場基金 - 強積金保守基金,Invesco MPF Conservative Fund,景順強積金保守基金 - 單位類別A,_MPFCON,2001-01-29
580,BCT,BCT,銀聯,OR,BCT Premier Pooled ORSO Retirement Plan,銀聯信託超卓匯集退休計劃,EQ_GCHNA,Equity Fund - Greater China Equity Fund,股票基金 - 大中華股票基金,BCT ORSO China and HK Equity Fund,銀聯信託(ORSO)中國及香港股票基金,,
581,BCT,BCT,銀聯,OR,BCT Premier Pooled ORSO Retirement Plan,銀聯信託超卓匯集退休計劃,EQ_OTH,Equity Fund - Uncategorized Equity Fund,股票基金 - 未分類股票基金,BCT ORSO Global Emerging Markets Equity Fund,銀聯信託(ORSO)環球新興市場股票基金,,
582,BCT,BCT,銀聯,OR,BCT Premier Pooled ORSO Retirement Plan,銀聯信託超卓匯集退休計劃,EQ_ASIA,Equity Fund - Asia Equity Fund,股票基金 - 亞洲股票基金,BCT ORSO Asian Equity Fund,銀聯信託(ORSO)亞洲股票基金,,
583,BCT,BCT,銀聯,OR,BCT Premier Pooled ORSO Retirement Plan,銀聯信託超卓匯集退休計劃,EQ_EUR,Equity Fund - Europe Equity Fund,股票基金 - 歐洲股票基金,BCT ORSO European Equity Fund,銀聯信託(ORSO)歐洲股票基金,,
584,BCT,BCT,銀聯,OR,BCT Premier Pooled ORSO Retirement Plan,銀聯信託超卓匯集退休計劃,EQ_US,Equity Fund - United States Equity Fund,股票基金 - 美國股票基金,BCT ORSO North American Equity Fund,銀聯信託(ORSO)北美股票基金,,
585,BCT,BCT,銀聯,OR,BCT Premier Pooled ORSO Retirement Plan,銀聯信託超卓匯集退休計劃,EQ_HK_IDX,Equity Fund - Hong Kong Equity Fund (Index Tracking),股票基金 - 香港股票基金（追蹤指數）,BCT ORSO Hong Kong Equity Index Fund,銀聯信託(ORSO)香港股票指數基金,,
586,BCT,BCT,銀聯,OR,BCT Premier Pooled ORSO Retirement Plan,銀聯信託超卓匯集退休計劃,MIX_61_80,Mixed Assets Fund - 61% to 80% Equity,混合資產基金 - 61% 至 80% 股票,BCT ORSO Growth Fund,銀聯信託(ORSO)增長基金,,
587,BCT,BCT,銀聯,OR,BCT Premier Pooled ORSO Retirement Plan,銀聯信託超卓匯集退休計劃,MIX_81_100,Mixed Assets Fund - 81% to 100% Equity,混合資產基金 - 81% 至 100% 股票,BCT ORSO E90 Market Tracking Mixed Asset Fund,銀聯信託(ORSO)E90市場追蹤混合資產基金,,
588,BCT,BCT,銀聯,OR,BCT Premier Pooled ORSO Retirement Plan,銀聯信託超卓匯集退休計劃,MIX_41_60,Mixed Assets Fund - 41% to 60% Equity,混合資產基金 - 41% 至 60% 股票,BCT ORSO Balanced Fund,銀聯信託(ORSO)均衡基金,,
589,BCT,BCT,銀聯,OR,BCT Premier Pooled ORSO Retirement Plan,銀聯信託超卓匯集退休計劃,MIX_61_80,Mixed Assets Fund - 61% to 80% Equity,混合資產基金 - 61% 至 80% 股票,BCT ORSO E70 Market Tracking Mixed Asset Fund,銀聯信託(ORSO)E70市場追蹤混合資產基金,,
590,BCT,BCT,銀聯,OR,BCT Premier Pooled ORSO Retirement Plan,銀聯信託超卓匯集退休計劃,MIX_41_60,Mixed Assets Fund - 41% to 60% Equity,混合資產基金 - 41% 至 60% 股票,BCT ORSO Stable Growth Fund,銀聯信託(ORSO)穩定增長基金,,
591,BCT,BCT,銀聯,OR,BCT Premier Pooled ORSO Retirement Plan,銀聯信託超卓匯集退休計劃,MIX_41_60,Mixed Assets Fund - 41% to 60% Equity,混合資產基金 - 41% 至 60% 股票,BCT ORSO E50 Market Tracking Mixed Asset Fund,銀聯信託(ORSO)E50市場追蹤混合資產基金,,
592,BCT,BCT,銀聯,OR,BCT Premier Pooled ORSO Retirement Plan,銀聯信託超卓匯集退休計劃,MIX_21_40,Mixed Assets Fund - 21% to 40% Equity,混合資產基金 - 21% 至 40% 股票,BCT ORSO Capital Stable Fund,銀聯信託(ORSO)穩定資本基金,,
593,BCT,BCT,銀聯,OR,BCT Premier Pooled ORSO Retirement Plan,銀聯信託超卓匯集退休計劃,MIX_21_40,Mixed Assets Fund - 21% to 40% Equity,混合資產基金 - 21% 至 40% 股票,BCT ORSO E30 Market Tracking Mixed Asset Fund,銀聯信託(ORSO)E30市場追蹤混合資產基金,,
594,BCT,BCT,銀聯,OR,BCT Premier Pooled ORSO Retirement Plan,銀聯信託超卓匯集退休計劃,MIX_OTH,Mixed Assets Fund - Uncategorized Mixed Asset Fund,混合資產基金 - 未分類混合資產基金,BCT ORSO Asian Income Retirement Fund,銀聯信託(ORSO)亞洲收益退休基金,,
595,BCT,BCT,銀聯,OR,BCT Premier Pooled ORSO Retirement Plan,銀聯信託超卓匯集退休計劃,BOND_GLOB,Bond Fund - Global Bond Fund,債券基金 - 環球債券基金,BCT ORSO Global Bond Fund,銀聯信託(ORSO)環球債券基金,,
596,BCT,BCT,銀聯,OR,BCT Premier Pooled ORSO Retirement Plan,銀聯信託超卓匯集退休計劃,MM_OTH,Money Market Fund - Other than MPF Conservative Fund,貨幣市場基金 - 不包括強積金保守基金,BCT ORSO HK Dollar Cash Fund,銀聯信託(ORSO)港元貨幣基金,,
597,BCT,BCT,銀聯,OR,BCT Premier Pooled ORSO Retirement Plan,銀聯信託超卓匯集退休計劃,GUAR,Guaranteed Fund,保證基金,BCT ORSO Guaranteed Fund,銀聯信託(ORSO)保證基金,,
601,BEA,BEA,東亞,IS,BEA (MPF) Industry Scheme,東亞（強積金）行業計劃,MIX_DIS_65,Mixed Assets Fund - Default Investment Strategy - Age 65 Plus Fund,混合資產基金 - 預設投資策略-65歲後基金,BEA (Industry Scheme) Age 65 Plus Fund,東亞 (行業計劃) 65歲後基金,,2017-04-01
602,BEA,BEA,東亞,IS,BEA (MPF) Industry Scheme,東亞（強積金）行業計劃,EQ_ASIA,Equity Fund - Asia Equity Fund,股票基金 - 亞洲股票基金,BEA (Industry Scheme) Asian Equity Fund,東亞 (行業計劃) 亞洲股票基金,,2012-01-31
603,BEA,BEA,東亞,IS,BEA (MPF) Industry Scheme,東亞（強積金）行業計劃,MIX_41_60,Mixed Assets Fund - 41% to 60% Equity,混合資產基金 - 41% 至 60% 股票,BEA (Industry Scheme) Balanced Fund,東亞 (行業計劃) 均衡基金,,2000-12-01
604,BEA,BEA,東亞,IS,BEA (MPF) Industry Scheme,東亞（強積金）行業計劃,MIX_DIS_CAF,Mixed Assets Fund - Default Investment Strategy - Core Accumulation Fund,混合資產基金 - 預設投資策略-核心累積基金,BEA (Industry Scheme) Core Accumulation Fund,東亞 (行業計劃) 核心累積基金,,2017-04-01
605,BEA,BEA,東亞,IS,BEA (MPF) Industry Scheme,東亞（強積金）行業計劃,EQ_GCHNA,Equity Fund - Greater China Equity Fund,股票基金 - 大中華股票基金,BEA (Industry Scheme) Greater China Equity Fund,東亞 (行業計劃) 大中華股票基金,,2010-01-04
606,BEA,BEA,東亞,IS,BEA (MPF) Industry Scheme,東亞（強積金）行業計劃,MIX_61_80,Mixed Assets Fund - 61% to 80% Equity,混合資產基金 - 61% 至 80% 股票,BEA (Industry Scheme) Growth Fund,東亞 (行業計劃) 增長基金,,2000-12-01
607,BEA,BEA,東亞,IS,BEA (MPF) Industry Scheme,東亞（強積金）行業計劃,EQ_HK,Equity Fund - Hong Kong Equity Fund,股票基金 - 香港股票基金,BEA (Industry Scheme) Hong Kong Equity Fund,東亞 (行業計劃) 香港股票基金,,2010-01-04
608,BEA,BEA,東亞,IS,BEA (MPF) Industry Scheme,東亞（強積金）行業計劃,MM_MPFCON,Money Market Fund - MPF Conservative Fund,貨幣市場基金 - 強積金保守基金,BEA (Industry Scheme) MPF Conservative Fund,東亞 (行業計劃) 強積金保守基金,,2000-12-01
609,BEA,BEA,東亞,IS,BEA (MPF) Industry Scheme,東亞（強積金）行業計劃,MM_OTH,Money Market Fund - Other than MPF Conservative Fund,貨幣市場基金 - 不包括強積金保守基金,BEA (Industry Scheme) RMB & HKD Money Market Fund,東亞 (行業計劃) 人民幣及港幣貨幣市場基金,,2012-07-03
610,BEA,BEA,東亞,IS,BEA (MPF) Industry Scheme,東亞（強積金）行業計劃,MIX_21_40,Mixed Assets Fund - 21% to 40% Equity,混合資產基金 - 21% 至 40% 股票,BEA (Industry Scheme) Stable Fund,東亞 (行業計劃) 平穩基金,,2000-12-01
611,BEA,BEA,東亞,IS,BEA (MPF) Industry Scheme,東亞（強積金）行業計劃,EQ_CHN,Equity Fund - China Equity Fund,股票基金 - 中國股票基金,BEA China Tracker Fund,東亞中國追蹤指數基金,,2012-01-31
612,BEA,BEA,東亞,IS,BEA (MPF) Industry Scheme,東亞（強積金）行業計劃,EQ_HK_IDX,Equity Fund - Hong Kong Equity Fund (Index Tracking),股票基金 - 香港股票基金（追蹤指數）,BEA Hong Kong Tracker Fund,東亞香港追蹤指數基金,,2012-01-31
613,BEA,BEA,東亞,MT,BEA (MPF) Master Trust Scheme,東亞（強積金）集成信託計劃,MIX_DIS_65,Mixed Assets Fund - Default Investment Strategy - Age 65 Plus Fund,混合資產基金 - 預設投資策略-65歲後基金,BEA (MPF) Age 65 Plus Fund,東亞 (強積金) 65歲後基金,,2017-04-01
614,BEA,BEA,東亞,MT,BEA (MPF) Master Trust Scheme,東亞（強積金）集成信託計劃,EQ_ASIA,Equity Fund - Asia Equity Fund,股票基金 - 亞洲股票基金,BEA (MPF) Asian Equity Fund,東亞(強積金)亞洲股票基金,,2005-09-01
615,BEA,BEA,東亞,MT,BEA (MPF) Master Trust Scheme,東亞（強積金）集成信託計劃,MIX_41_60,Mixed Assets Fund - 41% to 60% Equity,混合資產基金 - 41% 至 60% 股票,BEA (MPF) Balanced Fund,東亞 (強積金) 均衡基金,,2000-12-01
616,BEA,BEA,東亞,MT,BEA (MPF) Master Trust Scheme,東亞（強積金）集成信託計劃,MM_MPFCON,Money Market Fund - MPF Conservative Fund,貨幣市場基金 - 強積金保守基金,BEA (MPF) Conservative Fund,東亞 (強積金) 保守基金,,2000-12-01
617,BEA,BEA,東亞,MT,BEA (MPF) Master Trust Scheme,東亞（強積金）集成信託計劃,MIX_DIS_CAF,Mixed Assets Fund - Default Investment Strategy - Core Accumulation Fund,混合資產基金 - 預設投資策略-核心累積基金,BEA (MPF) Core Accumulation Fund,東亞 (強積金) 核心累積基金,,2017-04-01
618,BEA,BEA,東亞,MT,BEA (MPF) Master Trust Scheme,東亞（強積金）集成信託計劃,EQ_EUR,Equity Fund - Europe Equity Fund,股票基金 - 歐洲股票基金,BEA (MPF) European Equity Fund,東亞 (強積金) 歐洲股票基金,,2010-01-04
619,BEA,BEA,東亞,MT,BEA (MPF) Master Trust Scheme,東亞（強積金）集成信託計劃,BOND_GLOB,Bond Fund - Global Bond Fund,債券基金 - 環球債券基金,BEA (MPF) Global Bond Fund,東亞(強積金)環球債券基金,,2005-09-01
620,BEA,BEA,東亞,MT,BEA (MPF) Master Trust Scheme,東亞（強積金）集成信託計劃,EQ_GLOB,Equity Fund - Global Equity Fund,股票基金 - 環球股票基金,BEA (MPF) Global Equity Fund,東亞 (強積金) 環球股票基金,,2010-01-04
621,BEA,BEA,東亞,MT,BEA (MPF) Master Trust Scheme,東亞（強積金）集成信託計劃,EQ_GCHNA,Equity Fund - Greater China Equity Fund,股票基金 - 大中華股票基金,BEA (MPF) Greater China Equity Fund,東亞 (強積金) 大中華股票基金,,2006-12-01
622,BEA,BEA,東亞,MT,BEA (MPF) Master Trust Scheme,東亞（強積金）集成信託計劃,MIX_61_80,Mixed Assets Fund - 61% to 80% Equity,混合資產基金 - 61% 至 80% 股票,BEA (MPF) Growth Fund,東亞 (強積金) 增長基金,,2000-12-01
623,BEA,BEA,東亞,MT,BEA (MPF) Master Trust Scheme,東亞（強積金）集成信託計劃,EQ_HK,Equity Fund - Hong Kong Equity Fund,股票基金 - 香港股票基金,BEA (MPF) Hong Kong Equity Fund,東亞(強積金)香港股票基金,,2005-09-01
624,BEA,BEA,東亞,MT,BEA (MPF) Master Trust Scheme,東亞（強積金）集成信託計劃,EQ_JPN,Equity Fund - Japan Equity Fund,股票基金 - 日本股票基金,BEA (MPF) Japan Equity Fund,東亞(強積金)日本股票基金,,2006-12-01
625,BEA,BEA,東亞,MT,BEA (MPF) Master Trust Scheme,東亞（強積金）集成信託計劃,EQ_US,Equity Fund - United States Equity Fund,股票基金 - 美國股票基金,BEA (MPF) North American Equity Fund,東亞 (強積金) 北美股票基金,,2012-01-31
626,BEA,BEA,東亞,MT,BEA (MPF) Master Trust Scheme,東亞（強積金）集成信託計劃,MM_OTH,Money Market Fund - Other than MPF Conservative Fund,貨幣市場基金 - 不包括強積金保守基金,BEA (MPF) RMB & HKD Money Market Fund,東亞 (強積金) 人民幣及港幣貨幣市場基金,,2012-07-03
627,BEA,BEA,東亞,MT,BEA (MPF) Master Trust Scheme,東亞（強積金）集成信託計劃,MIX_21_40,Mixed Assets Fund - 21% to 40% Equity,混合資產基金 - 21% 至 40% 股票,BEA (MPF) Stable Fund,東亞 (強積金) 平穩基金,,2000-12-01
628,BEA,BEA,東亞,MT,BEA (MPF) Master Trust Scheme,東亞（強積金）集成信託計劃,EQ_CHN,Equity Fund - China Equity Fund,股票基金 - 中國股票基金,BEA China Tracker Fund,東亞中國追蹤指數基金,,2012-01-31
629,BEA,BEA,東亞,MT,BEA (MPF) Master Trust Scheme,東亞（強積金）集成信託計劃,EQ_HK_IDX,Equity Fund - Hong Kong Equity Fund (Index Tracking),股票基金 - 香港股票基金（追蹤指數）,BEA Hong Kong Tracker Fund,東亞香港追蹤指數基金,,2012-01-31
630,BEA,BEA,東亞,VS,BEA (MPF) Value Scheme,東亞（強積金）享惠計劃,MIX_DIS_65,Mixed Assets Fund - Default Investment Strategy - Age 65 Plus Fund,混合資產基金 - 預設投資策略-65歲後基金,BEA Age 65 Plus Fund,東亞65歲後基金,,2017-04-01
631,BEA,BEA,東亞,VS,BEA (MPF) Value Scheme,東亞（強積金）享惠計劃,EQ_ASIA,Equity Fund - Asia Equity Fund,股票基金 - 亞洲股票基金,BEA Asian Equity Fund,東亞亞洲股票基金,,2012-10-25
632,BEA,BEA,東亞,VS,BEA (MPF) Value Scheme,東亞（強積金）享惠計劃,MIX_41_60,Mixed Assets Fund - 41% to 60% Equity,混合資產基金 - 41% 至 60% 股票,BEA Balanced Fund,東亞均衡基金,,2012-10-25
633,BEA,BEA,東亞,VS,BEA (MPF) Value Scheme,東亞（強積金）享惠計劃,MIX_DIS_CAF,Mixed Assets Fund - Default Investment Strategy - Core Accumulation Fund,混合資產基金 - 預設投資策略-核心累積基金,BEA Core Accumulation Fund,東亞核心累積基金,,2017-04-01
634,BEA,BEA,東亞,VS,BEA (MPF) Value Scheme,東亞（強積金）享惠計劃,BOND_GLOB,Bond Fund - Global Bond Fund,債券基金 - 環球債券基金,BEA Global Bond Fund,東亞環球債券基金,,2012-10-25
635,BEA,BEA,東亞,VS,BEA (MPF) Value Scheme,東亞（強積金）享惠計劃,EQ_GLOB,Equity Fund - Global Equity Fund,股票基金 - 環球股票基金,BEA Global Equity Fund,東亞環球股票基金,,2012-10-25
636,BEA,BEA,東亞,VS,BEA (MPF) Value Scheme,東亞（強積金）享惠計劃,EQ_GCHNA,Equity Fund - Greater China Equity Fund,股票基金 - 大中華股票基金,BEA Greater China Equity Fund,東亞大中華股票基金,,2012-10-25
637,BEA,BEA,東亞,VS,BEA (MPF) Value Scheme,東亞（強積金）享惠計劃,MIX_61_80,Mixed Assets Fund - 61% to 80% Equity,混合資產基金 - 61% 至 80% 股票,BEA Growth Fund,東亞增長基金,,2012-10-25
638,BEA,BEA,東亞,VS,BEA (MPF) Value Scheme,東亞（強積金）享惠計劃,EQ_HK_IDX,Equity Fund - Hong Kong Equity Fund (Index Tracking),股票基金 - 香港股票基金（追蹤指數）,BEA Hong Kong Tracker Fund,東亞香港追蹤指數基金,,2012-10-25
639,BEA,BEA,東亞,VS,BEA (MPF) Value Scheme,東亞（強積金）享惠計劃,MM_MPFCON,Money Market Fund - MPF Conservative Fund,貨幣市場基金 - 強積金保守基金,BEA MPF Conservative Fund,東亞強積金保守基金,,2012-10-25
640,BEA,BEA,東亞,VS,BEA (MPF) Value Scheme,東亞（強積金）享惠計劃,MIX_21_40,Mixed Assets Fund - 21% to 40% Equity,混合資產基金 - 21% 至 40% 股票,BEA Stable Fund,東亞平穩基金,,2012-10-25
698,,#N/A,#N/A,,#N/A,#N/A,,#N/A,#N/A,,,,
699,,#N/A,#N/A,,#N/A,#N/A,,#N/A,#N/A,,,,
701,BOCI,BOCIP,中銀,EC,BOC-Prudential Easy-Choice Mandatory Provident Fund Scheme,中銀保誠簡易強積金計劃,MIX_DIS_65,Mixed Assets Fund - Default Investment Strategy - Age 65 Plus Fund,混合資產基金 - 預設投資策略-65歲後基金,BOC-Prudential Age 65 Plus Fund,中銀保誠65歲後基金,,2017-04-01
702,BOCI,BOCIP,中銀,EC,BOC-Prudential Easy-Choice Mandatory Provident Fund Scheme,中銀保誠簡易強積金計劃,EQ_ASIA,Equity Fund - Asia Equity Fund,股票基金 - 亞洲股票基金,BOC-Prudential Asia Equity Fund,中銀保誠亞洲股票基金,,2006-10-03
703,BOCI,BOCIP,中銀,EC,BOC-Prudential Easy-Choice Mandatory Provident Fund Scheme,中銀保誠簡易強積金計劃,MIX_41_60,Mixed Assets Fund - 41% to 60% Equity,混合資產基金 - 41% 至 60% 股票,BOC-Prudential Balanced Fund,中銀保誠均衡基金,,2000-12-13
704,BOCI,BOCIP,中銀,EC,BOC-Prudential Easy-Choice Mandatory Provident Fund Scheme,中銀保誠簡易強積金計劃,BOND_GLOB,Bond Fund - Global Bond Fund,債券基金 - 環球債券基金,BOC-Prudential Bond Fund,中銀保誠債券基金,,2003-04-15
705,BOCI,BOCIP,中銀,EC,BOC-Prudential Easy-Choice Mandatory Provident Fund Scheme,中銀保誠簡易強積金計劃,EQ_CHN,Equity Fund - China Equity Fund,股票基金 - 中國股票基金,BOC-Prudential China Equity Fund,中銀保誠中國股票基金,,2007-10-15
706,BOCI,BOCIP,中銀,EC,BOC-Prudential Easy-Choice Mandatory Provident Fund Scheme,中銀保誠簡易強積金計劃,MIX_DIS_CAF,Mixed Assets Fund - Default Investment Strategy - Core Accumulation Fund,混合資產基金 - 預設投資策略-核心累積基金,BOC-Prudential Core Accumulation Fund,中銀保誠核心累積基金,,2017-04-01
707,BOCI,BOCIP,中銀,EC,BOC-Prudential Easy-Choice Mandatory Provident Fund Scheme,中銀保誠簡易強積金計劃,EQ_HK_IDX,Equity Fund - Hong Kong Equity Fund (Index Tracking),股票基金 - 香港股票基金（追蹤指數）,BOC-Prudential CSI HK 100 Tracker Fund,中銀保誠中證香港100指數基金,,2012-09-03
708,BOCI,BOCIP,中銀,EC,BOC-Prudential Easy-Choice Mandatory Provident Fund Scheme,中銀保誠簡易強積金計劃,EQ_EUR,Equity Fund - Europe Equity Fund,股票基金 - 歐洲股票基金,BOC-Prudential European Index Tracking Fund,中銀保誠歐洲指數追蹤基金,,2012-09-03
709,BOCI,BOCIP,中銀,EC,BOC-Prudential Easy-Choice Mandatory Provident Fund Scheme,中銀保誠簡易強積金計劃,EQ_GLOB,Equity Fund - Global Equity Fund,股票基金 - 環球股票基金,BOC-Prudential Global Equity Fund,中銀保誠環球股票基金,,2003-04-15
710,BOCI,BOCIP,中銀,EC,BOC-Prudential Easy-Choice Mandatory Provident Fund Scheme,中銀保誠簡易強積金計劃,MIX_81_100,Mixed Assets Fund - 81% to 100% Equity,混合資產基金 - 81% 至 100% 股票,BOC-Prudential Growth Fund,中銀保誠增長基金,,2000-12-13
711,BOCI,BOCIP,中銀,EC,BOC-Prudential Easy-Choice Mandatory Provident Fund Scheme,中銀保誠簡易強積金計劃,EQ_HK,Equity Fund - Hong Kong Equity Fund,股票基金 - 香港股票基金,BOC-Prudential Hong Kong Equity Fund,中銀保誠香港股票基金,,2003-04-15
712,BOCI,BOCIP,中銀,EC,BOC-Prudential Easy-Choice Mandatory Provident Fund Scheme,中銀保誠簡易強積金計劃,MIX_OTH,Mixed Assets Fund - Uncategorized Mixed Asset Fund,混合資產基金 - 未分類混合資產基金,BOC-Prudential Hong Kong Stable Retirement Fund,中銀保誠香港平穩退休基金,,2022-11-21
713,BOCI,BOCIP,中銀,EC,BOC-Prudential Easy-Choice Mandatory Provident Fund Scheme,中銀保誠簡易強積金計劃,EQ_JPN,Equity Fund - Japan Equity Fund,股票基金 - 日本股票基金,BOC-Prudential Japan Equity Fund,中銀保誠日本股票基金,,2006-10-03
714,BOCI,BOCIP,中銀,EC,BOC-Prudential Easy-Choice Mandatory Provident Fund Scheme,中銀保誠簡易強積金計劃,MM_MPFCON,Money Market Fund - MPF Conservative Fund,貨幣市場基金 - 強積金保守基金,BOC-Prudential MPF Conservative Fund,中銀保誠強積金保守基金,,2000-12-13
715,BOCI,BOCIP,中銀,EC,BOC-Prudential Easy-Choice Mandatory Provident Fund Scheme,中銀保誠簡易強積金計劃,MM_OTH,Money Market Fund - Other than MPF Conservative Fund,貨幣市場基金 - 不包括強積金保守基金,BOC-Prudential MPF RMB & HKD Money Market Fund,中銀保誠強積金人民幣及港元貨幣市場基金,,2013-04-02
716,BOCI,BOCIP,中銀,EC,BOC-Prudential Easy-Choice Mandatory Provident Fund Scheme,中銀保誠簡易強積金計劃,EQ_US,Equity Fund - United States Equity Fund,股票基金 - 美國股票基金,BOC-Prudential North America Index Tracking Fund,中銀保誠北美指數追蹤基金,,2012-09-03
717,BOCI,BOCIP,中銀,EC,BOC-Prudential Easy-Choice Mandatory Provident Fund Scheme,中銀保誠簡易強積金計劃,MIX_21_40,Mixed Assets Fund - 21% to 40% Equity,混合資產基金 - 21% 至 40% 股票,BOC-Prudential Stable Fund,中銀保誠平穩基金,,2000-12-13
720,BOCI,BOCIP,中銀,MC,My Choice Mandatory Provident Fund Scheme,我的強積金計劃,MIX_DIS_65,Mixed Assets Fund - Default Investment Strategy - Age 65 Plus Fund,混合資產基金 - 預設投資策略-65歲後基金,My Choice Age 65 Plus Fund,我的65歲後基金,,2017-04-01
721,BOCI,BOCIP,中銀,MC,My Choice Mandatory Provident Fund Scheme,我的強積金計劃,EQ_ASIA,Equity Fund - Asia Equity Fund,股票基金 - 亞洲股票基金,My Choice Asia Equity Fund,我的亞洲股票基金,,2010-07-28
722,BOCI,BOCIP,中銀,MC,My Choice Mandatory Provident Fund Scheme,我的強積金計劃,MIX_61_80,Mixed Assets Fund - 61% to 80% Equity,混合資產基金 - 61% 至 80% 股票,My Choice Balanced Fund,我的均衡基金,,2010-07-28
723,BOCI,BOCIP,中銀,MC,My Choice Mandatory Provident Fund Scheme,我的強積金計劃,EQ_GCHNA,Equity Fund - Greater China Equity Fund,股票基金 - 大中華股票基金,My Choice China Equity Fund,我的中國股票基金,,2010-07-28
724,BOCI,BOCIP,中銀,MC,My Choice Mandatory Provident Fund Scheme,我的強積金計劃,MIX_DIS_CAF,Mixed Assets Fund - Default Investment Strategy - Core Accumulation Fund,混合資產基金 - 預設投資策略-核心累積基金,My Choice Core Accumulation Fund,我的核心累積基金,,2017-04-01
725,BOCI,BOCIP,中銀,MC,My Choice Mandatory Provident Fund Scheme,我的強積金計劃,BOND_GLOB,Bond Fund - Global Bond Fund,債券基金 - 環球債券基金,My Choice Global Bond Fund,我的環球債券基金,,2010-07-28
726,BOCI,BOCIP,中銀,MC,My Choice Mandatory Provident Fund Scheme,我的強積金計劃,EQ_GLOB,Equity Fund - Global Equity Fund,股票基金 - 環球股票基金,My Choice Global Equity Fund,我的環球股票基金,,2010-07-28
727,BOCI,BOCIP,中銀,MC,My Choice Mandatory Provident Fund Scheme,我的強積金計劃,MIX_81_100,Mixed Assets Fund - 81% to 100% Equity,混合資產基金 - 81% 至 100% 股票,My Choice Growth Fund,我的增長基金,,2010-07-28
728,BOCI,BOCIP,中銀,MC,My Choice Mandatory Provident Fund Scheme,我的強積金計劃,BOND_HKD,Bond Fund - Hong Kong Dollar Bond Fund,債券基金 - 港元債券基金,My Choice HKD Bond Fund,我的港元債券基金,,2010-07-28
729,BOCI,BOCIP,中銀,MC,My Choice Mandatory Provident Fund Scheme,我的強積金計劃,EQ_HK,Equity Fund - Hong Kong Equity Fund,股票基金 - 香港股票基金,My Choice Hong Kong Equity Fund,我的香港股票基金,,2010-07-28
730,BOCI,BOCIP,中銀,MC,My Choice Mandatory Provident Fund Scheme,我的強積金計劃,EQ_HK_IDX,Equity Fund - Hong Kong Equity Fund (Index Tracking),股票基金 - 香港股票基金（追蹤指數）,My Choice Hong Kong Tracking Fund,我的香港追蹤指數基金,,2010-07-28
731,BOCI,BOCIP,中銀,MC,My Choice Mandatory Provident Fund Scheme,我的強積金計劃,MM_MPFCON,Money Market Fund - MPF Conservative Fund,貨幣市場基金 - 強積金保守基金,My Choice MPF Conservative Fund,我的強積金保守基金,,2010-07-28
732,BOCI,BOCIP,中銀,MC,My Choice Mandatory Provident Fund Scheme,我的強積金計劃,MM_OTH,Money Market Fund - Other than MPF Conservative Fund,貨幣市場基金 - 不包括強積金保守基金,My Choice RMB & HKD Money Market Fund,我的人民幣及港元貨幣市場基金,,2014-10-06
