fund_id,trustee_id,trustee_en,trustee_zh,scheme_id,scheme_en,scheme_zh,fund_type_id,fund_type_en,fund_type_zh,fund_name_en,fund_name_zh,class,launch_date
314,MNLF,Manulife,宏利,GS,Manulife Global Select (MPF) Scheme,宏利環球精選（強積金）計劃,MIX_DIS_CAF,Mixed Assets Fund - Default Investment Strategy - Core Accumulation Fund,混合資產基金 - 預設投資策略-核心累積基金,Manulife MPF Core Accumulation Fund,宏利 MPF 核心累積基金,,2017-04-01
315,MNLF,Manulife,宏利,GS,Manulife Global Select (MPF) Scheme,宏利環球精選（強積金）計劃,MIX_DIS_65,Mixed Assets Fund - Default Investment Strategy - Age 65 Plus Fund,混合資產基金 - 預設投資策略-65歲後基金,Manulife MPF Age 65 Plus Fund,宏利 MPF 65歲後基金,,2017-04-01
316,MNLF,Manulife,宏利,RC,Manulife RetireChoice (MPF) Scheme,宏利退休精選（強積金）計劃,MIX_61_80,Mixed Assets Fund - 61% to 80% Equity,混合資產基金 - 61% 至 80% 股票,Allianz Balanced Fund - Class A,安聯均衡基金 - 單位A,A,2001-02-07
317,MNLF,Manulife,宏利,RC,Manulife RetireChoice (MPF) Scheme,宏利退休精選（強積金）計劃,MIX_61_80,Mixed Assets Fund - 61% to 80% Equity,混合資產基金 - 61% 至 80% 股票,Allianz Balanced Fund - Class B,安聯均衡基金 - 單位B,B,2001-02-02
318,MNLF,Manulife,宏利,RC,Manulife RetireChoice (MPF) Scheme,宏利退休精選（強積金）計劃,MIX_61_80,Mixed Assets Fund - 61% to 80% Equity,混合資產基金 - 61% 至 80% 股票,Allianz Balanced Fund - Class T,安聯均衡基金 - 單位T,T,2000-12-08
319,MNLF,Manulife,宏利,RC,Manulife RetireChoice (MPF) Scheme,宏利退休精選（強積金）計劃,MIX_21_40,Mixed Assets Fund - 21% to 40% Equity,混合資產基金 - 21% 至 40% 股票,Allianz Capital Stable Fund - Class A,安聯穩定資本基金 - 單位A,A,2001-02-07
320,MNLF,Manulife,宏利,RC,Manulife RetireChoice (MPF) Scheme,宏利退休精選（強積金）計劃,MIX_21_40,Mixed Assets Fund - 21% to 40% Equity,混合資產基金 - 21% 至 40% 股票,Allianz Capital Stable Fund - Class B,安聯穩定資本基金 - 單位B,B,2001-02-02
321,MNLF,Manulife,宏利,RC,Manulife RetireChoice (MPF) Scheme,宏利退休精選（強積金）計劃,MIX_21_40,Mixed Assets Fund - 21% to 40% Equity,混合資產基金 - 21% 至 40% 股票,Allianz Capital Stable Fund - Class T,安聯穩定資本基金 - 單位T,T,2000-12-11
322,MNLF,Manulife,宏利,RC,Manulife RetireChoice (MPF) Scheme,宏利退休精選（強積金）計劃,MIX_81_100,Mixed Assets Fund - 81% to 100% Equity,混合資產基金 - 81% 至 100% 股票,Allianz Growth Fund - Class A,安聯增長基金 - 單位A,A,2001-02-07
323,MNLF,Manulife,宏利,RC,Manulife RetireChoice (MPF) Scheme,宏利退休精選（強積金）計劃,MIX_81_100,Mixed Assets Fund - 81% to 100% Equity,混合資產基金 - 81% 至 100% 股票,Allianz Growth Fund - Class B,安聯增長基金 - 單位B,B,2001-02-02
324,MNLF,Manulife,宏利,RC,Manulife RetireChoice (MPF) Scheme,宏利退休精選（強積金）計劃,MIX_81_100,Mixed Assets Fund - 81% to 100% Equity,混合資產基金 - 81% 至 100% 股票,Allianz Growth Fund - Class T,安聯增長基金 - 單位T,T,2000-12-08
325,MNLF,Manulife,宏利,RC,Manulife RetireChoice (MPF) Scheme,宏利退休精選（強積金）計劃,EQ_ASIA,Equity Fund - Asia Equity Fund,股票基金 - 亞洲股票基金,Allianz Asian Fund - Class A,安聯亞洲基金 - 單位A,A,2004-08-31
326,MNLF,Manulife,宏利,RC,Manulife RetireChoice (MPF) Scheme,宏利退休精選（強積金）計劃,EQ_ASIA,Equity Fund - Asia Equity Fund,股票基金 - 亞洲股票基金,Allianz Asian Fund - Class B,安聯亞洲基金 - 單位B,B,2004-08-04
327,MNLF,Manulife,宏利,RC,Manulife RetireChoice (MPF) Scheme,宏利退休精選（強積金）計劃,EQ_ASIA,Equity Fund - Asia Equity Fund,股票基金 - 亞洲股票基金,Allianz Asian Fund - Class T,安聯亞洲基金 - 單位T,T,2004-08-04
328,MNLF,Manulife,宏利,RC,Manulife RetireChoice (MPF) Scheme,宏利退休精選（強積金）計劃,MM_OTH,Money Market Fund - Other than MPF Conservative Fund,貨幣市場基金 - 不包括強積金保守基金,Allianz RMB Money Market Fund - Class A,安聯人民幣貨幣市場基金 - 單位A,A,2013-10-07
329,MNLF,Manulife,宏利,RC,Manulife RetireChoice (MPF) Scheme,宏利退休精選（強積金）計劃,MM_OTH,Money Market Fund - Other than MPF Conservative Fund,貨幣市場基金 - 不包括強積金保守基金,Allianz RMB Money Market Fund - Class B,安聯人民幣貨幣市場基金 - 單位B,B,2013-10-04
330,MNLF,Manulife,宏利,RC,Manulife RetireChoice (MPF) Scheme,宏利退休精選（強積金）計劃,MM_OTH,Money Market Fund - Other than MPF Conservative Fund,貨幣市場基金 - 不包括強積金保守基金,Allianz RMB Money Market Fund - Class T,安聯人民幣貨幣市場基金 - 單位T,T,2013-10-04
331,MNLF,Manulife,宏利,RC,Manulife RetireChoice (MPF) Scheme,宏利退休精選（強積金）計劃,EQ_HK,Equity Fund - Hong Kong Equity Fund,股票基金 - 香港股票基金,Allianz Hong Kong Fund - Class A,安聯香港基金 - 單位A,A,2004-08-31
332,MNLF,Manulife,宏利,RC,Manulife RetireChoice (MPF) Scheme,宏利退休精選（強積金）計劃,EQ_HK,Equity Fund - Hong Kong Equity Fund,股票基金 - 香港股票基金,Allianz Hong Kong Fund - Class B,安聯香港基金 - 單位B,B,2004-08-04
333,MNLF,Manulife,宏利,RC,Manulife RetireChoice (MPF) Scheme,宏利退休精選（強積金）計劃,EQ_HK,Equity Fund - Hong Kong Equity Fund,股票基金 - 香港股票基金,Allianz Hong Kong Fund - Class T,安聯香港基金 - 單位T,T,2004-08-04
334,MNLF,Manulife,宏利,RC,Manulife RetireChoice (MPF) Scheme,宏利退休精選（強積金）計劃,MM_MPFCON,Money Market Fund - MPF Conservative Fund,貨幣市場基金 - 強積金保守基金,Allianz MPF Conservative Fund - Class A,安聯強積金保守基金 - 單位A,A,2001-02-07
335,MNLF,Manulife,宏利,RC,Manulife RetireChoice (MPF) Scheme,宏利退休精選（強積金）計劃,MM_MPFCON,Money Market Fund - MPF Conservative Fund,貨幣市場基金 - 強積金保守基金,Allianz MPF Conservative Fund - Class B,安聯強積金保守基金 - 單位B,B,2001-02-02
336,MNLF,Manulife,宏利,RC,Manulife RetireChoice (MPF) Scheme,宏利退休精選（強積金）計劃,MM_MPFCON,Money Market Fund - MPF Conservative Fund,貨幣市場基金 - 強積金保守基金,Allianz MPF Conservative Fund - Class T,安聯強積金保守基金 - 單位T,T,2000-12-11
337,MNLF,Manulife,宏利,RC,Manulife RetireChoice (MPF) Scheme,宏利退休精選（強積金）計劃,MIX_OTH,Mixed Assets Fund - Uncategorized Mixed Asset Fund,混合資產基金 - 未分類混合資產基金,Allianz Flexi Balanced Fund - Class A,安聯靈活均衡基金 - 單位A,A,2004-08-31
338,MNLF,Manulife,宏利,RC,Manulife RetireChoice (MPF) Scheme,宏利退休精選（強積金）計劃,MIX_OTH,Mixed Assets Fund - Uncategorized Mixed Asset Fund,混合資產基金 - 未分類混合資產基金,Allianz Flexi Balanced Fund - Class B,安聯靈活均衡基金 - 單位B,B,2004-08-09
339,MNLF,Manulife,宏利,RC,Manulife RetireChoice (MPF) Scheme,宏利退休精選（強積金）計劃,MIX_OTH,Mixed Assets Fund - Uncategorized Mixed Asset Fund,混合資產基金 - 未分類混合資產基金,Allianz Flexi Balanced Fund - Class T,安聯靈活均衡基金 - 單位T,T,2004-08-09
340,MNLF,Manulife,宏利,RC,Manulife RetireChoice (MPF) Scheme,宏利退休精選（強積金）計劃,MIX_41_60,Mixed Assets Fund - 41% to 60% Equity,混合資產基金 - 41% 至 60% 股票,Allianz Stable Growth Fund - Class A,安聯穩定增長基金 - 單位A,A,2001-02-07
341,MNLF,Manulife,宏利,RC,Manulife RetireChoice (MPF) Scheme,宏利退休精選（強積金）計劃,MIX_41_60,Mixed Assets Fund - 41% to 60% Equity,混合資產基金 - 41% 至 60% 股票,Allianz Stable Growth Fund - Class B,安聯穩定增長基金 - 單位B,B,2001-02-02
342,MNLF,Manulife,宏利,RC,Manulife RetireChoice (MPF) Scheme,宏利退休精選（強積金）計劃,MIX_41_60,Mixed Assets Fund - 41% to 60% Equity,混合資產基金 - 41% 至 60% 股票,Allianz Stable Growth Fund - Class T,安聯穩定增長基金 - 單位T,T,2000-12-08
343,MNLF,Manulife,宏利,RC,Manulife RetireChoice (MPF) Scheme,宏利退休精選（強積金）計劃,MIX_OTH,Mixed Assets Fund - Uncategorized Mixed Asset Fund,混合資產基金 - 未分類混合資產基金,Allianz Oriental Pacific Fund - Class A,安聯東方太平洋基金 - 單位A,A,2011-10-31
344,MNLF,Manulife,宏利,RC,Manulife RetireChoice (MPF) Scheme,宏利退休精選（強積金）計劃,MIX_OTH,Mixed Assets Fund - Uncategorized Mixed Asset Fund,混合資產基金 - 未分類混合資產基金,Allianz Oriental Pacific Fund - Class B,安聯東方太平洋基金 - 單位B,B,2011-10-04
345,MNLF,Manulife,宏利,RC,Manulife RetireChoice (MPF) Scheme,宏利退休精選（強積金）計劃,MIX_OTH,Mixed Assets Fund - Uncategorized Mixed Asset Fund,混合資產基金 - 未分類混合資產基金,Allianz Oriental Pacific Fund - Class T,安聯東方太平洋基金 - 單位T,T,2011-10-04
346,MNLF,Manulife,宏利,RC,Manulife RetireChoice (MPF) Scheme,宏利退休精選（強積金）計劃,EQ_GCHNA,Equity Fund - Greater China Equity Fund,股票基金 - 大中華股票基金,Allianz Greater China Fund - Class A,安聯大中華基金 - 單位A,A,2011-11-01
347,MNLF,Manulife,宏利,RC,Manulife RetireChoice (MPF) Scheme,宏利退休精選（強積金）計劃,EQ_GCHNA,Equity Fund - Greater China Equity Fund,股票基金 - 大中華股票基金,Allianz Greater China Fund - Class B,安聯大中華基金 - 單位B,B,2011-10-04
348,MNLF,Manulife,宏利,RC,Manulife RetireChoice (MPF) Scheme,宏利退休精選（強積金）計劃,EQ_GCHNA,Equity Fund - Greater China Equity Fund,股票基金 - 大中華股票基金,Allianz Greater China Fund - Class T,安聯大中華基金 - 單位T,T,2011-10-03
349,MNLF,Manulife,宏利,GS,Manulife Global Select (MPF) Scheme,宏利環球精選（強積金）計劃,GUAR,Guaranteed Fund,保證基金,Manulife MPF Stable Fund,宏利 MPF 穩健基金,,2000-12-01
350,MNLF,Manulife,宏利,GS,Manulife Global Select (MPF) Scheme,宏利環球精選（強積金）計劃,MIX_61_80,Mixed Assets Fund - 61% to 80% Equity,混合資產基金 - 61% 至 80% 股票,Manulife MPF Growth Fund,宏利 MPF 富達增長基金,,2003-09-01
351,MNLF,Manulife,宏利,GS,Manulife Global Select (MPF) Scheme,宏利環球精選（強積金）計劃,MIX_81_100,Mixed Assets Fund - 81% to 100% Equity,混合資產基金 - 81% 至 100% 股票,Manulife MPF Aggressive Fund,宏利 MPF 進取基金,,2000-12-01
352,MNLF,Manulife,宏利,GS,Manulife Global Select (MPF) Scheme,宏利環球精選（強積金）計劃,MM_MPFCON,Money Market Fund - MPF Conservative Fund,貨幣市場基金 - 強積金保守基金,Manulife MPF Conservative Fund,宏利 MPF 保守基金,,2000-12-01
353,MNLF,Manulife,宏利,GS,Manulife Global Select (MPF) Scheme,宏利環球精選（強積金）計劃,EQ_HK,Equity Fund - Hong Kong Equity Fund,股票基金 - 香港股票基金,Manulife MPF Hong Kong Equity Fund,宏利 MPF 香港股票基金,,2000-12-01
354,MNLF,Manulife,宏利,GS,Manulife Global Select (MPF) Scheme,宏利環球精選（強積金）計劃,EQ_GLOB,Equity Fund - Global Equity Fund,股票基金 - 環球股票基金,Manulife MPF International Equity Fund,宏利 MPF 國際股票基金,,2000-12-01
355,MNLF,Manulife,宏利,GS,Manulife Global Select (MPF) Scheme,宏利環球精選（強積金）計劃,EQ_ASIA,Equity Fund - Asia Equity Fund,股票基金 - 亞洲股票基金,Manulife MPF Pacific Asia Equity Fund,宏利 MPF 亞太股票基金,,2000-12-01
356,MNLF,Manulife,宏利,GS,Manulife Global Select (MPF) Scheme,宏利環球精選（強積金）計劃,EQ_EUR,Equity Fund - Europe Equity Fund,股票基金 - 歐洲股票基金,Manulife MPF European Equity Fund,宏利 MPF 歐洲股票基金,,2000-12-01
357,MNLF,Manulife,宏利,GS,Manulife Global Select (MPF) Scheme,宏利環球精選（強積金）計劃,EQ_US,Equity Fund - United States Equity Fund,股票基金 - 美國股票基金,Manulife MPF North American Equity Fund,宏利 MPF 北美股票基金,,2000-12-01
358,MNLF,Manulife,宏利,GS,Manulife Global Select (MPF) Scheme,宏利環球精選（強積金）計劃,EQ_JPN,Equity Fund - Japan Equity Fund,股票基金 - 日本股票基金,Manulife MPF Japan Equity Fund,宏利 MPF 日本股票基金,,2000-12-01
359,MNLF,Manulife,宏利,GS,Manulife Global Select (MPF) Scheme,宏利環球精選（強積金）計劃,BOND_HKD,Bond Fund - Hong Kong Dollar Bond Fund,債券基金 - 港元債券基金,Manulife MPF Hong Kong Bond Fund,宏利 MPF 香港債券基金,,2000-12-01
360,MNLF,Manulife,宏利,GS,Manulife Global Select (MPF) Scheme,宏利環球精選（強積金）計劃,BOND_GLOB,Bond Fund - Global Bond Fund,債券基金 - 環球債券基金,Manulife MPF International Bond Fund,宏利 MPF 國際債券基金,,2000-12-01
361,MNLF,Manulife,宏利,GS,Manulife Global Select (MPF) Scheme,宏利環球精選（強積金）計劃,MIX_81_100,Mixed Assets Fund - 81% to 100% Equity,混合資產基金 - 81% 至 100% 股票,Manulife MPF Fidelity Growth Fund,宏利 MPF 增長基金,,2000-12-01
362,MNLF,Manulife,宏利,GS,Manulife Global Select (MPF) Scheme,宏利環球精選（強積金）計劃,MIX_41_60,Mixed Assets Fund - 41% to 60% Equity,混合資產基金 - 41% 至 60% 股票,Manulife MPF Fidelity Stable Growth Fund,宏利 MPF 富達平穩增長基金,,2003-09-01
363,MNLF,Manulife,宏利,GS,Manulife Global Select (MPF) Scheme,宏利環球精選（強積金）計劃,EQ_GCHNA,Equity Fund - Greater China Equity Fund,股票基金 - 大中華股票基金,Manulife MPF China Value Fund,宏利 MPF 中華威力基金,,2006-02-01
364,MNLF,Manulife,宏利,GS,Manulife Global Select (MPF) Scheme,宏利環球精選（強積金）計劃,EQ_OTH,Equity Fund - Uncategorized Equity Fund,股票基金 - 未分類股票基金,Manulife MPF Healthcare Fund,宏利 MPF 康健護理基金,,2008-04-02
365,MNLF,Manulife,宏利,GS,Manulife Global Select (MPF) Scheme,宏利環球精選（強積金）計劃,MIX_41_60,Mixed Assets Fund - 41% to 60% Equity,混合資產基金 - 41% 至 60% 股票,Manulife MPF Smart Retirement Fund,宏利 MPF 智優裕退休基金,,2011-02-21
366,MNLF,Manulife,宏利,GS,Manulife Global Select (MPF) Scheme,宏利環球精選（強積金）計劃,MIX_OTH,Mixed Assets Fund - Uncategorized Mixed Asset Fund,混合資產基金 - 未分類混合資產基金,Manulife MPF 2025 Retirement Fund,宏利 MPF 2025 退休基金,,2011-02-21
367,MNLF,Manulife,宏利,GS,Manulife Global Select (MPF) Scheme,宏利環球精選（強積金）計劃,MIX_OTH,Mixed Assets Fund - Uncategorized Mixed Asset Fund,混合資產基金 - 未分類混合資產基金,Manulife MPF 2030 Retirement Fund,宏利 MPF 2030 退休基金,,2011-02-21
368,MNLF,Manulife,宏利,GS,Manulife Global Select (MPF) Scheme,宏利環球精選（強積金）計劃,MIX_OTH,Mixed Assets Fund - Uncategorized Mixed Asset Fund,混合資產基金 - 未分類混合資產基金,Manulife MPF 2035 Retirement Fund,宏利 MPF 2035 退休基金,,2011-02-21
369,MNLF,Manulife,宏利,GS,Manulife Global Select (MPF) Scheme,宏利環球精選（強積金）計劃,MIX_OTH,Mixed Assets Fund - Uncategorized Mixed Asset Fund,混合資產基金 - 未分類混合資產基金,Manulife MPF 2040 Retirement Fund,宏利 MPF 2040 退休基金,,2011-02-21
370,MNLF,Manulife,宏利,GS,Manulife Global Select (MPF) Scheme,宏利環球精選（強積金）計劃,MIX_OTH,Mixed Assets Fund - Uncategorized Mixed Asset Fund,混合資產基金 - 未分類混合資產基金,Manulife MPF 2045 Retirement Fund,宏利 MPF 2045 退休基金,,2011-02-21
371,MNLF,Manulife,宏利,GS,Manulife Global Select (MPF) Scheme,宏利環球精選（強積金）計劃,EQ_HK_IDX,Equity Fund - Hong Kong Equity Fund (Index Tracking),股票基金 - 香港股票基金（追蹤指數）,Manulife MPF Hang Seng Index ESG Fund,宏利 MPF 恒指ESG基金,,2012-04-23
372,MNLF,Manulife,宏利,GS,Manulife Global Select (MPF) Scheme,宏利環球精選（強積金）計劃,BOND_ASIA,Bond Fund - Asia Bond Fund,債券基金 - 亞洲債券基金,Manulife MPF Sustainable Pacific Asia Bond Fund,宏利 MPF 可持續亞太債券基金,,2012-04-23
373,MNLF,Manulife,宏利,GS,Manulife Global Select (MPF) Scheme,宏利環球精選（強積金）計劃,BOND_RMB,Bond Fund - RMB Bond Fund,債券基金 - 人民幣債券基金,Manulife MPF RMB Bond Fund,宏利 MPF 人民幣債券基金,,2013-12-16
374,MNLF,Manulife,宏利,GS,Manulife Global Select (MPF) Scheme,宏利環球精選（強積金）計劃,MIX_DIS_CAF,Mixed Assets Fund - Default Investment Strategy - Core Accumulation Fund,混合資產基金 - 預設投資策略-核心累積基金,Manulife MPF Core Accumulation Fund,宏利 MPF 核心累積基金,,2017-04-01
375,MNLF,Manulife,宏利,GS,Manulife Global Select (MPF) Scheme,宏利環球精選（強積金）計劃,MIX_DIS_65,Mixed Assets Fund - Default Investment Strategy - Age 65 Plus Fund,混合資產基金 - 預設投資策略-65歲後基金,Manulife MPF Age 65 Plus Fund,宏利 MPF 65歲後基金,,2017-04-01
376,MNLF,Manulife,宏利,GS,Manulife Global Select (MPF) Scheme,宏利環球精選（強積金）計劃,MIX_OTH,Mixed Assets Fund - Uncategorized Mixed Asset Fund,混合資產基金 - 未分類混合資產基金,Manulife MPF Retirement Income Fund,宏利 MPF 退休收益基金,,2020-09-21
401,SUNL,Sun Life,永明,RL,Sun Life Rainbow MPF Scheme,永明彩虹強積金計劃,MM_MPFCON,Money Market Fund - MPF Conservative Fund,貨幣市場基金 - 強積金保守基金,Sun Life MPF Conservative Fund - Class A,永明強積金保守基金 - A類,A,2000-12-01
402,SUNL,Sun Life,永明,RL,Sun Life Rainbow MPF Scheme,永明彩虹強積金計劃,MM_MPFCON,Money Market Fund - MPF Conservative Fund,貨幣市場基金 - 強積金保守基金,Sun Life MPF Conservative Fund - Class B,永明強積金保守基金 - B類,B,2000-12-01
403,SUNL,Sun Life,永明,RL,Sun Life Rainbow MPF Scheme,永明彩虹強積金計劃,BOND_HKD,Bond Fund - Hong Kong Dollar Bond Fund,債券基金 - 港元債券基金,Sun Life MPF Hong Kong Dollar Bond Fund - Class A,永明強積金港元債券基金 - A類,A,2000-12-01
404,SUNL,Sun Life,永明,RL,Sun Life Rainbow MPF Scheme,永明彩虹強積金計劃,BOND_HKD,Bond Fund - Hong Kong Dollar Bond Fund,債券基金 - 港元債券基金,Sun Life MPF Hong Kong Dollar Bond Fund - Class B,永明強積金港元債券基金 - B類,B,2000-12-01
405,SUNL,Sun Life,永明,RL,Sun Life Rainbow MPF Scheme,永明彩虹強積金計劃,MIX_21_40,Mixed Assets Fund - 21% to 40% Equity,混合資產基金 - 21% 至 40% 股票,Sun Life MPF Stable Fund - Class A,永明強積金平穩基金 - A類,A,2000-12-01
406,SUNL,Sun Life,永明,RL,Sun Life Rainbow MPF Scheme,永明彩虹強積金計劃,MIX_21_40,Mixed Assets Fund - 21% to 40% Equity,混合資產基金 - 21% 至 40% 股票,Sun Life MPF Stable Fund - Class B,永明強積金平穩基金 - B類,B,2000-12-01
407,SUNL,Sun Life,永明,RL,Sun Life Rainbow MPF Scheme,永明彩虹強積金計劃,MIX_41_60,Mixed Assets Fund - 41% to 60% Equity,混合資產基金 - 41% 至 60% 股票,Sun Life MPF Balanced Fund - Class A,永明強積金均衡基金 - A類,A,2000-12-01
408,SUNL,Sun Life,永明,RL,Sun Life Rainbow MPF Scheme,永明彩虹強積金計劃,MIX_41_60,Mixed Assets Fund - 41% to 60% Equity,混合資產基金 - 41% 至 60% 股票,Sun Life MPF Balanced Fund - Class B,永明強積金均衡基金 - B類,B,2000-12-01
409,SUNL,Sun Life,永明,RL,Sun Life Rainbow MPF Scheme,永明彩虹強積金計劃,MIX_61_80,Mixed Assets Fund - 61% to 80% Equity,混合資產基金 - 61% 至 80% 股票,Sun Life MPF Growth Fund - Class A,永明強積金增長基金 - A類,A,2000-12-01
410,SUNL,Sun Life,永明,RL,Sun Life Rainbow MPF Scheme,永明彩虹強積金計劃,MIX_61_80,Mixed Assets Fund - 61% to 80% Equity,混合資產基金 - 61% 至 80% 股票,Sun Life MPF Growth Fund - Class B,永明強積金增長基金 - B類,B,2000-12-01
411,SUNL,Sun Life,永明,RL,Sun Life Rainbow MPF Scheme,永明彩虹強積金計劃,EQ_HK,Equity Fund - Hong Kong Equity Fund,股票基金 - 香港股票基金,Sun Life MPF Hong Kong Equity Fund - Class A,永明強積金香港股票基金 - A類,A,2000-12-01
412,SUNL,Sun Life,永明,RL,Sun Life Rainbow MPF Scheme,永明彩虹強積金計劃,EQ_HK,Equity Fund - Hong Kong Equity Fund,股票基金 - 香港股票基金,Sun Life MPF Hong Kong Equity Fund - Class B,永明強積金香港股票基金 - B類,B,2000-12-01
413,SUNL,Sun Life,永明,RL,Sun Life Rainbow MPF Scheme,永明彩虹強積金計劃,EQ_GLOB,Equity Fund - Global Equity Fund,股票基金 - 環球股票基金,Sun Life MPF Multi-Sector Equity Fund - Class A,永明強積金行業股票基金 - A類,A,2008-03-01
414,SUNL,Sun Life,永明,RL,Sun Life Rainbow MPF Scheme,永明彩虹強積金計劃,EQ_GLOB,Equity Fund - Global Equity Fund,股票基金 - 環球股票基金,Sun Life MPF Multi-Sector Equity Fund - Class B,永明強積金行業股票基金 - B類,B,2008-03-01
415,SUNL,Sun Life,永明,RL,Sun Life Rainbow MPF Scheme,永明彩虹強積金計劃,EQ_ASIA,Equity Fund - Asia Equity Fund,股票基金 - 亞洲股票基金,Sun Life MPF Asian Equity Fund - Class A,永明強積金亞洲股票基金 - A類,A,2008-03-01
416,SUNL,Sun Life,永明,RL,Sun Life Rainbow MPF Scheme,永明彩虹強積金計劃,EQ_ASIA,Equity Fund - Asia Equity Fund,股票基金 - 亞洲股票基金,Sun Life MPF Asian Equity Fund - Class B,永明強積金亞洲股票基金 - B類,B,2008-03-01
417,SUNL,Sun Life,永明,RL,Sun Life Rainbow MPF Scheme,永明彩虹強積金計劃,EQ_GCHNA,Equity Fund - Greater China Equity Fund,股票基金 - 大中華股票基金,Sun Life MPF Greater China Equity Fund - Class A,永明強積金大中華股票基金 - A類,A,2008-03-01
418,SUNL,Sun Life,永明,RL,Sun Life Rainbow MPF Scheme,永明彩虹強積金計劃,EQ_GCHNA,Equity Fund - Greater China Equity Fund,股票基金 - 大中華股票基金,Sun Life MPF Greater China Equity Fund - Class B,永明強積金大中華股票基金 - B類,B,2008-03-01
419,SUNL,Sun Life,永明,RL,Sun Life Rainbow MPF Scheme,永明彩虹強積金計劃,BOND_GLOB,Bond Fund - Global Bond Fund,債券基金 - 環球債券基金,Sun Life MPF Global Bond Fund - Class A,永明強積金環球債券基金 - A類,A,2010-01-01
420,SUNL,Sun Life,永明,RL,Sun Life Rainbow MPF Scheme,永明彩虹強積金計劃,BOND_GLOB,Bond Fund - Global Bond Fund,債券基金 - 環球債券基金,Sun Life MPF Global Bond Fund - Class B,永明強積金環球債券基金 - B類,B,2010-01-01
421,SUNL,Sun Life,永明,RL,Sun Life Rainbow MPF Scheme,永明彩虹強積金計劃,MM_OTH,Money Market Fund - Other than MPF Conservative Fund,貨幣市場基金 - 不包括強積金保守基金,Sun Life MPF RMB and HKD Fund - Class A,永明強積金人民幣及港元基金 - A類,A,2012-06-30
422,SUNL,Sun Life,永明,RL,Sun Life Rainbow MPF Scheme,永明彩虹強積金計劃,MM_OTH,Money Market Fund - Other than MPF Conservative Fund,貨幣市場基金 - 不包括強積金保守基金,Sun Life MPF RMB and HKD Fund - Class B,永明強積金人民幣及港元基金 - B類,B,2012-06-30
423,SUNL,Sun Life,永明,RL,Sun Life Rainbow MPF Scheme,永明彩虹強積金計劃,EQ_HK_IDX,Equity Fund - Hong Kong Equity Fund (Index Tracking),股票基金 - 香港股票基金（追蹤指數）,Sun Life FTSE MPF Hong Kong Index Fund - Class A,永明富時強積金香港指數基金 - A類,A,2013-12-10
424,SUNL,Sun Life,永明,RL,Sun Life Rainbow MPF Scheme,永明彩虹強積金計劃,EQ_HK_IDX,Equity Fund - Hong Kong Equity Fund (Index Tracking),股票基金 - 香港股票基金（追蹤指數）,Sun Life FTSE MPF Hong Kong Index Fund - Class B,永明富時強積金香港指數基金 - B類,B,2013-12-10
425,SUNL,Sun Life,永明,RL,Sun Life Rainbow MPF Scheme,永明彩虹強積金計劃,MIX_DIS_CAF,Mixed Assets Fund - Default Investment Strategy - Core Accumulation Fund,混合資產基金 - 預設投資策略-核心累積基金,Sun Life MPF Core Accumulation Fund,永明強積金核心累積基金,,2017-04-01
426,SUNL,Sun Life,永明,RL,Sun Life Rainbow MPF Scheme,永明彩虹強積金計劃,MIX_DIS_65,Mixed Assets Fund - Default Investment Strategy - Age 65 Plus Fund,混合資產基金 - 預設投資策略-65歲後基金,Sun Life MPF Age 65 Plus Fund,永明強積金65歲後基金,,2017-04-01
427,SUNL,Sun Life,永明,RL,Sun Life Rainbow MPF Scheme,永明彩虹強積金計劃,EQ_GLOB,Equity Fund - Global Equity Fund,股票基金 - 環球股票基金,Sun Life MPF Global Low Carbon Index Fund,永明強積金環球低碳指數基金,,2023-06-05
428,SUNL,Sun Life,永明,RL,Sun Life Rainbow MPF Scheme,永明彩虹強積金計劃,EQ_EUR,Equity Fund - Europe Equity Fund,股票基金 - 歐洲股票基金,Sun Life MPF European Equity Fund,永明強積金歐洲股票基金,,2023-06-05
429,SUNL,Sun Life,永明,RL,Sun Life Rainbow MPF Scheme,永明彩虹強積金計劃,EQ_US,Equity Fund - United States Equity Fund,股票基金 - 美國股票基金,Sun Life MPF US Equity Fund,永明強積金美國股票基金,,2023-06-05
430,SUNL,Sun Life,永明,RL,Sun Life Rainbow MPF Scheme,永明彩虹強積金計劃,EQ_OTH,Equity Fund - Uncategorized Equity Fund,股票基金 - 未分類股票基金,Sun Life MPF US & Hong Kong Equity Fund,永明強積金美國及香港股票基金,,2023-11-29
431,SUNL,Sun Life,永明,RL,Sun Life Rainbow MPF Scheme,永明彩虹強積金計劃,MIX_OTH,Mixed Assets Fund - Uncategorized Mixed Asset Fund,混合資產基金 - 未分類混合資產基金,Sun Life MPF Income Fund,永明強積金收益基金,,2025-02-17
901,PRIN,PRIN,信安,SP,Principal MPF - Smart Plan,信安強積金—明智之選,EQ_HK,Equity Fund - Hong Kong Equity Fund,股票基金 - 香港股票基金,Principal Dynamic Hong Kong Equity Fund,信安動力香港股票基金,NA1,2011-01-10
902,PRIN,PRIN,信安,SP,Principal MPF - Smart Plan,信安強積金—明智之選,MIX_21_40,Mixed Assets Fund - 21% to 40% Equity,混合資產基金 - 21% 至 40% 股票,Principal Stable Fund,信安平穩基金,NA1,2000-12-01
