scheme,constituent_fund,mpf_trustee,fund_type,launch_date,fund_size_hkd_m,risk_class,latest_fund_expense_ratio,calendar_year_return_2025,calendar_year_return_2024,calendar_year_return_2023,calendar_year_return_2022,calendar_year_return_2021,scheme_tc,constituent_fund_tc,mpf_trustee_tc,fund_type_tc,scheme_sc,constituent_fund_sc,mpf_trustee_sc,fund_type_sc,fund_code
Hang Seng Mandatory Provident Fund - SuperTrust Plus,Guaranteed Fund,HSBC,Guaranteed Fund,2000-12-01,"3,334.63",3,2.05155,4.30,2.61,2.15,-6.77,-2.78,恒生強積金智選計劃,保證基金,HSBC,保證基金,恒生强积金智选计划,"保证基金
",HSBC,保证基金,HSBC-HS-GUFDDD
Hang Seng Mandatory Provident Fund - SuperTrust Plus,Hang Seng China Enterprises Index Tracking Fund,HSBC,Equity Fund - China Equity Fund,2019-07-01,"1,482.71",6,0.88336,25.17,29.67,-11.71,-16.47,-21.99,恒生強積金智選計劃,恒生中國企業指數基金,HSBC,股票基金 - 中國股票基金,恒生强积金智选计划,"恒生中国企业指数基金
",HSBC,股票基金 - 中国股票基金,HSBC-HS-HSCFD
Hang Seng Mandatory Provident Fund - SuperTrust Plus,Hang Seng Index Tracking Fund,HSBC,Equity Fund - Hong Kong Equity Fund (Index Tracking),2000-12-01,"14,306.22",6,0.78119,31.14,21.41,-11.29,-13.10,-12.59,恒生強積金智選計劃,恒指基金,HSBC,股票基金 - 香港股票基金（追蹤指數）,恒生强积金智选计划,"恒指基金
",HSBC,股票基金 - 香港股票基金（追踪指数）,HSBC-HS-HSIFD
Hang Seng Mandatory Provident Fund - SuperTrust Plus,Hong Kong and Chinese Equity Fund,HSBC,Equity Fund - Hong Kong Equity Fund,2000-12-01,"5,582.36",6,1.48607,33.20,15.11,-14.46,-16.34,-14.49,恒生強積金智選計劃,中港股票基金,HSBC,股票基金 - 香港股票基金,恒生强积金智选计划,"中港股票基金
",HSBC,股票基金 - 香港股票基金,HSBC-HS-HKCFD
Hang Seng Mandatory Provident Fund - SuperTrust Plus,MPF Conservative Fund,HSBC,Money Market Fund - MPF Conservative Fund,2000-12-01,"13,588.48",1,0.76782,2.38,3.81,3.72,0.39,0.00,恒生強積金智選計劃,強積金保守基金,HSBC,貨幣市場基金 — 強積金保守基金,恒生强积金智选计划,"强积金保守基金
",HSBC,货币市场基金 — 强积金保守基金,HSBC-HS-CVFDDD
Hang Seng Mandatory Provident Fund - SuperTrust Plus,North American Equity Fund,HSBC,Equity Fund - United States Equity Fund,2000-12-01,"6,614.69",5,1.31618,14.95,21.31,23.42,-19.04,26.42,恒生強積金智選計劃,北美股票基金,HSBC,股票基金 - 美國股票基金,恒生强积金智选计划,"北美股票基金
",HSBC,股票基金 - 美国股票基金,HSBC-HS-NAEFD
Hang Seng Mandatory Provident Fund - SuperTrust Plus,Stable Fund,HSBC,Mixed Assets Fund - 21% to 40% Equity,2009-10-08,"1,500.22",4,1.32889,11.08,1.57,4.32,-14.03,-2.60,恒生強積金智選計劃,平穩基金,HSBC,混合資產基金 - 21% 至 40% 股票,恒生强积金智选计划,"平稳基金
",HSBC,混合资产基金 - 21% to 40% 股票,HSBC-HS-STFDDD
Hang Seng Mandatory Provident Fund - SuperTrust Plus,ValueChoice Asia Pacific Equity Tracker Fund,HSBC,Equity Fund - Asia Equity Fund,2019-07-01,"1,336.71",5,0.87194,28.58,10.50,5.80,-16.54,-0.48,恒生強積金智選計劃,智優逸亞太股票追蹤指數基金,HSBC,股票基金 - 亞洲股票基金,恒生强积金智选计划,"智优逸亚太股票追踪指数基金
",HSBC,股票基金 - 亚洲股票基金,HSBC-HS-VAPFD
Hang Seng Mandatory Provident Fund - SuperTrust Plus,ValueChoice Balanced Fund,HSBC,Mixed Assets Fund - 61% to 80% Equity,2019-07-01,464.29,4,0.90872,21.13,8.32,6.89,-15.16,1.11,恒生強積金智選計劃,智優逸均衡基金,HSBC,混合資產基金 - 61% 至 80% 股票,恒生强积金智选计划,"智优逸均衡基金
",HSBC,混合资产基金 - 61% to 80% 股票,HSBC-HS-VCBLFD
Hang Seng Mandatory Provident Fund - SuperTrust Plus,ValueChoice Europe Equity Tracker Fund,HSBC,Equity Fund - Europe Equity Fund,2019-07-01,882.72,5,0.85430,29.39,3.28,17.59,-13.68,17.44,恒生強積金智選計劃,智優逸歐洲股票追蹤指數基金,HSBC,股票基金 - 歐洲股票基金,恒生强积金智选计划,"智优逸欧洲股票追踪指数基金
",HSBC,股票基金 - 欧洲股票基金,HSBC-HS-VEEFD
Hang Seng Mandatory Provident Fund - SuperTrust Plus,ValueChoice North America Equity Tracker Fund,HSBC,Equity Fund - United States Equity Fund,2019-07-01,"4,649.70",5,0.81885,16.57,22.40,24.33,-19.81,27.11,恒生強積金智選計劃,智優逸北美股票追蹤指數基金,HSBC,股票基金 - 美國股票基金,恒生强积金智选计划,"智优逸北美股票追踪指数基金
",HSBC,股票基金 - 美国股票基金,HSBC-HS-VNAFD
HSBC Mandatory Provident Fund - SuperTrust Plus,Age 65 Plus Fund,HSBC,Mixed Assets Fund - Default Investment Strategy - Age 65 Plus Fund,2009-10-08,"10,228.93",4,0.77708,6.28,2.56,7.15,-13.21,1.39,滙豐強積金智選計劃,65歲後基金,HSBC,混合資產基金 - 預設投資策略-65歲後基金,汇丰强积金智选计划,"65岁后基金
",HSBC,混合资产基金 - 预设投资策略-65岁后基金,HSBC-ST-A6PFD
HSBC Mandatory Provident Fund - SuperTrust Plus,Asia Pacific Equity Fund,HSBC,Equity Fund - Asia Equity Fund,2000-12-01,"10,997.33",5,1.49622,23.43,8.43,-1.28,-25.41,-0.49,滙豐強積金智選計劃,亞太股票基金,HSBC,股票基金 - 亞洲股票基金,汇丰强积金智选计划,"亚太股票基金
",HSBC,股票基金 - 亚洲股票基金,HSBC-ST-APEFD
HSBC Mandatory Provident Fund - SuperTrust Plus,Balanced Fund,HSBC,Mixed Assets Fund - 61% to 80% Equity,2000-12-01,"21,229.09",4,1.43418,20.43,7.16,5.51,-14.08,1.21,滙豐強積金智選計劃,均衡基金,HSBC,混合資產基金 - 61% 至 80% 股票,汇丰强积金智选计划,"均衡基金
",HSBC,混合资产基金 - 61% to 80% 股票,HSBC-ST-BLFDDD
HSBC Mandatory Provident Fund - SuperTrust Plus,Chinese Equity Fund,HSBC,Equity Fund - China Equity Fund,2009-10-08,"9,041.91",6,1.49364,30.43,15.75,-18.15,-25.60,-18.24,滙豐強積金智選計劃,中國股票基金,HSBC,股票基金 - 中國股票基金,汇丰强积金智选计划,"中国股票基金
",HSBC,股票基金 - 中国股票基金,HSBC-ST-CHEQFD
HSBC Mandatory Provident Fund - SuperTrust Plus,Core Accumulation Fund,HSBC,Mixed Assets Fund - Default Investment Strategy - Core Accumulation Fund,2000-12-01,"30,817.52",4,0.77603,14.05,7.92,14.29,-14.53,11.28,滙豐強積金智選計劃,核心累積基金,HSBC,混合資產基金 - 預設投資策略-核心累積基金,汇丰强积金智选计划,"核心累积基金
",HSBC,混合资产基金 - 预设投资策略-核心累积基金,HSBC-ST-CRACFD
HSBC Mandatory Provident Fund - SuperTrust Plus,European Equity Fund,HSBC,Equity Fund - Europe Equity Fund,2000-12-01,"4,855.78",5,1.33185,30.89,-1.57,17.89,-14.76,15.84,滙豐強積金智選計劃,歐洲股票基金,HSBC,股票基金 - 歐洲股票基金,汇丰强积金智选计划,"欧洲股票基金
",HSBC,股票基金 - 欧洲股票基金,HSBC-ST-EUEQFD
HSBC Mandatory Provident Fund - SuperTrust Plus,Global Bond Fund,HSBC,Bond Fund - Global Bond Fund,2009-10-08,"6,642.50",4,0.82135,5.68,-2.72,4.49,-15.49,-5.84,滙豐強積金智選計劃,環球債券基金,HSBC,債券基金 - 環球債券基金,汇丰强积金智选计划,"环球债券基金
",HSBC,债券基金 - 环球债券基金,HSBC-ST-GLBDFD
HSBC Mandatory Provident Fund - SuperTrust Plus,Global Equity Fund,HSBC,Equity Fund - Global Equity Fund,2019-07-01,"8,085.93",5,0.81583,20.64,13.97,22.11,-17.28,21.63,滙豐強積金智選計劃,環球股票基金,HSBC,股票基金 - 環球股票基金,汇丰强积金智选计划,"环球股票基金
",HSBC,股票基金 - 环球股票基金,HSBC-ST-GLEQFD
HSBC Mandatory Provident Fund - SuperTrust Plus,Growth Fund,HSBC,Mixed Assets Fund - 81% to 100% Equity,2000-12-01,"32,774.64",5,1.53957,24.97,9.69,5.54,-14.92,2.93,滙豐強積金智選計劃,增長基金,HSBC,混合資產基金 - 81% 至 100% 股票,汇丰强积金智选计划,"增长基金
",HSBC,混合资产基金 - 81% to 100% 股票,HSBC-ST-GWFDDD
HSBC Mandatory Provident Fund - SuperTrust Plus,Guaranteed Fund,HSBC,Guaranteed Fund,2000-12-01,"11,004.10",3,2.05155,4.30,2.61,2.15,-6.77,-2.78,滙豐強積金智選計劃,保證基金,HSBC,保證基金,汇丰强积金智选计划,"保证基金
",HSBC,保证基金,HSBC-ST-GUFDDD
HSBC Mandatory Provident Fund - SuperTrust Plus,Hang Seng China Enterprises Index Tracking Fund,HSBC,Equity Fund - China Equity Fund,2019-07-01,"3,962.33",6,0.88434,25.17,29.67,-11.71,-16.47,-21.99,滙豐強積金智選計劃,恒生中國企業指數基金,HSBC,股票基金 - 中國股票基金,汇丰强积金智选计划,"恒生中国企业指数基金
",HSBC,股票基金 - 中国股票基金,HSBC-ST-HSCFD
HSBC Mandatory Provident Fund - SuperTrust Plus,Hang Seng Index Tracking Fund,HSBC,Equity Fund - Hong Kong Equity Fund (Index Tracking),2000-12-01,"36,090.46",6,0.78111,31.14,21.41,-11.29,-13.10,-12.59,滙豐強積金智選計劃,恒指基金,HSBC,股票基金 - 香港股票基金（追蹤指數）,汇丰强积金智选计划,"恒指基金
",HSBC,股票基金 - 香港股票基金（追踪指数）,HSBC-ST-HSIFD
HSBC Mandatory Provident Fund - SuperTrust Plus,Hong Kong and Chinese Equity Fund,HSBC,Equity Fund - Hong Kong Equity Fund,2000-12-01,"12,323.15",6,1.48591,33.20,15.11,-14.46,-16.34,-14.49,滙豐強積金智選計劃,中港股票基金,HSBC,股票基金 - 香港股票基金,汇丰强积金智选计划,"中港股票基金
",HSBC,股票基金 - 香港股票基金,HSBC-ST-HKCFD
HSBC Mandatory Provident Fund - SuperTrust Plus,MPF Conservative Fund,HSBC,Money Market Fund - MPF Conservative Fund,2000-12-01,"40,195.57",1,0.76764,2.38,3.81,3.72,0.39,0.00,滙豐強積金智選計劃,強積金保守基金,HSBC,貨幣市場基金 — 強積金保守基金,汇丰强积金智选计划,"强积金保守基金
",HSBC,货币市场基金 — 强积金保守基金,HSBC-ST-CVFDDD
HSBC Mandatory Provident Fund - SuperTrust Plus,North American Equity Fund,HSBC,Equity Fund - United States Equity Fund,2000-12-01,"21,816.05",5,1.31602,14.95,21.31,23.42,-19.04,26.42,滙豐強積金智選計劃,北美股票基金,HSBC,股票基金 - 美國股票基金,汇丰强积金智选计划,"北美股票基金
",HSBC,股票基金 - 美国股票基金,HSBC-ST-NAEFD
HSBC Mandatory Provident Fund - SuperTrust Plus,Stable Fund,HSBC,Mixed Assets Fund - 21% to 40% Equity,2009-10-08,"5,180.24",4,1.32797,11.08,1.57,4.32,-14.03,-2.60,滙豐強積金智選計劃,平穩基金,HSBC,混合資產基金 - 21% 至 40% 股票,汇丰强积金智选计划,"平稳基金
",HSBC,混合资产基金 - 21% to 40% 股票,HSBC-ST-STFDDD
HSBC Mandatory Provident Fund - SuperTrust Plus,ValueChoice Asia Pacific Equity Tracker Fund,HSBC,Equity Fund - Asia Equity Fund,2019-07-01,"4,415.15",5,0.87284,28.58,10.50,5.80,-16.54,-0.48,滙豐強積金智選計劃,智優逸亞太股票追蹤指數基金,HSBC,股票基金 - 亞洲股票基金,汇丰强积金智选计划,"智优逸亚太股票追踪指数基金
",HSBC,股票基金 - 亚洲股票基金,HSBC-ST-VAPFD
HSBC Mandatory Provident Fund - SuperTrust Plus,ValueChoice Balanced Fund,HSBC,Mixed Assets Fund - 61% to 80% Equity,2019-07-01,"2,107.15",4,0.90995,21.13,8.32,6.89,-15.16,1.11,滙豐強積金智選計劃,智優逸均衡基金,HSBC,混合資產基金 - 61% 至 80% 股票,汇丰强积金智选计划,"智优逸均衡基金
",HSBC,混合资产基金 - 61% to 80% 股票,HSBC-ST-VCBLFD
HSBC Mandatory Provident Fund - SuperTrust Plus,ValueChoice Europe Equity Tracker Fund,HSBC,Equity Fund - Europe Equity Fund,2019-07-01,"3,110.73",5,0.85491,29.39,3.28,17.59,-13.68,17.44,滙豐強積金智選計劃,智優逸歐洲股票追蹤指數基金,HSBC,股票基金 - 歐洲股票基金,汇丰强积金智选计划,"智优逸欧洲股票追踪指数基金
",HSBC,股票基金 - 欧洲股票基金,HSBC-ST-VEEFD
HSBC Mandatory Provident Fund - SuperTrust Plus,ValueChoice North America Equity Tracker Fund,HSBC,Equity Fund - United States Equity Fund,2019-07-01,"18,637.06",5,0.81844,16.57,22.40,24.33,-19.81,27.11,滙豐強積金智選計劃,智優逸北美股票追蹤指數基金,HSBC,股票基金 - 美國股票基金,汇丰强积金智选计划,"智优逸北美股票追踪指数基金
",HSBC,股票基金 - 美国股票基金,HSBC-ST-VNAFD
Manulife Global Select (MPF) Scheme,Manulife MPF 2025 Retirement Fund,Manulife,Mixed Assets Fund - Uncategorized Mixed Asset Fund,2011-02-21,813.42,4,1.07324,13.99,7.17,5.74,-19.25,1.84,宏利環球精選（強積金）計劃,宏利 MPF 2025 退休基金,宏利,混合資產基金 - 未分類混合資產基金,宏利环球精选（强积金）计划,"宏利 MPF 2025 退休基金
",宏利,混合资产基金 - 未分类混合资产基金,MNLF-GS-25RTFD
Manulife Global Select (MPF) Scheme,Manulife MPF 2030 Retirement Fund,Manulife,Mixed Assets Fund - Uncategorized Mixed Asset Fund,2011-02-21,"1,499.23",5,1.06336,18.41,9.42,7.42,-21.24,3.57,宏利環球精選（強積金）計劃,宏利 MPF 2030 退休基金,宏利,混合資產基金 - 未分類混合資產基金,宏利环球精选（强积金）计划,"宏利 MPF 2030 退休基金
",宏利,混合资产基金 - 未分类混合资产基金,MNLF-GS-30RTFD
Manulife Global Select (MPF) Scheme,Manulife MPF 2035 Retirement Fund,Manulife,Mixed Assets Fund - Uncategorized Mixed Asset Fund,2011-02-21,"1,728.84",5,1.05835,21.18,11.15,7.88,-22.23,4.63,宏利環球精選（強積金）計劃,宏利 MPF 2035 退休基金,宏利,混合資產基金 - 未分類混合資產基金,宏利环球精选（强积金）计划,"宏利 MPF 2035 退休基金
",宏利,混合资产基金 - 未分类混合资产基金,MNLF-GS-35RTFD
Manulife Global Select (MPF) Scheme,Manulife MPF 2040 Retirement Fund,Manulife,Mixed Assets Fund - Uncategorized Mixed Asset Fund,2011-02-21,"1,513.98",5,1.06596,23.90,13.08,7.68,-22.81,5.10,宏利環球精選（強積金）計劃,宏利 MPF 2040 退休基金,宏利,混合資產基金 - 未分類混合資產基金,宏利环球精选（强积金）计划,"宏利 MPF 2040 退休基金
",宏利,混合资产基金 - 未分类混合资产基金,MNLF-GS-40RTFD
Manulife Global Select (MPF) Scheme,Manulife MPF 2045 Retirement Fund,Manulife,Mixed Assets Fund - Uncategorized Mixed Asset Fund,2011-02-21,"2,636.22",5,1.04687,24.08,13.04,7.76,-22.74,5.26,宏利環球精選（強積金）計劃,宏利 MPF 2045 退休基金,宏利,混合資產基金 - 未分類混合資產基金,宏利环球精选（强积金）计划,"宏利 MPF 2045 退休基金
",宏利,混合资产基金 - 未分类混合资产基金,MNLF-GS-45RTFD
Manulife Global Select (MPF) Scheme,Manulife MPF Age 65 Plus Fund,Manulife,Mixed Assets Fund - Default Investment Strategy - Age 65 Plus Fund,2017-04-01,"8,993.45",4,0.75640,5.79,3.09,7.16,-14.74,1.05,宏利環球精選（強積金）計劃,宏利 MPF 65歲後基金,宏利,混合資產基金 - 預設投資策略-65歲後基金,宏利环球精选（强积金）计划,"宏利 MPF 65岁后基金
",宏利,混合资产基金 - 预设投资策略-65岁后基金,MNLF-GS-A6PFD
Manulife Global Select (MPF) Scheme,Manulife MPF Aggressive Fund,Manulife,Mixed Assets Fund - 81% to 100% Equity,2000-12-01,"31,067.72",5,1.79078,22.01,9.61,8.00,-23.47,4.31,宏利環球精選（強積金）計劃,宏利 MPF 進取基金,宏利,混合資產基金 - 81% 至 100% 股票,宏利环球精选（强积金）计划,"宏利 MPF 进取基金
",宏利,混合资产基金 - 81% to 100% 股票,MNLF-GS-AVFDDD
Manulife Global Select (MPF) Scheme,Manulife MPF China Value Fund,Manulife,Equity Fund - Greater China Equity Fund,2006-02-01,"38,884.63",6,1.97021,37.73,13.34,-8.09,-27.77,-10.44,宏利環球精選（強積金）計劃,宏利 MPF 中華威力基金,宏利,股票基金 - 大中華股票基金,宏利环球精选（强积金）计划,"宏利 MPF 中华威力基金
",宏利,股票基金 - 大中华股票基金,MNLF-GS-CNVLFD
Manulife Global Select (MPF) Scheme,Manulife MPF Conservative Fund,Manulife,Money Market Fund - MPF Conservative Fund,2000-12-01,"23,231.91",1,0.76790,2.49,3.76,3.78,0.51,0.01,宏利環球精選（強積金）計劃,宏利 MPF 保守基金,宏利,貨幣市場基金 — 強積金保守基金,宏利环球精选（强积金）计划,"宏利 MPF 保守基金
",宏利,货币市场基金 — 强积金保守基金,MNLF-GS-CVFDDD
Manulife Global Select (MPF) Scheme,Manulife MPF Core Accumulation Fund,Manulife,Mixed Assets Fund - Default Investment Strategy - Core Accumulation Fund,2017-04-01,"34,919.74",4,0.75345,13.75,9.63,14.23,-16.16,9.79,宏利環球精選（強積金）計劃,宏利 MPF 核心累積基金,宏利,混合資產基金 - 預設投資策略-核心累積基金,宏利环球精选（强积金）计划,"宏利 MPF 核心累积基金
",宏利,混合资产基金 - 预设投资策略-核心累积基金,MNLF-GS-CRACFD
Manulife Global Select (MPF) Scheme,Manulife MPF European Equity Fund,Manulife,Equity Fund - Europe Equity Fund,2000-12-01,"7,297.61",6,1.78999,14.83,-2.81,23.66,-31.12,27.29,宏利環球精選（強積金）計劃,宏利 MPF 歐洲股票基金,宏利,股票基金 - 歐洲股票基金,宏利环球精选（强积金）计划,"宏利 MPF 欧洲股票基金
",宏利,股票基金 - 欧洲股票基金,MNLF-GS-EUEQFD
Manulife Global Select (MPF) Scheme,Manulife MPF Fidelity Growth Fund,Manulife,Mixed Assets Fund - 81% to 100% Equity,2003-09-01,"11,935.65",5,1.79740,20.01,9.70,4.16,-20.90,1.04,宏利環球精選（強積金）計劃,宏利 MPF 富達增長基金,宏利,混合資產基金 - 81% 至 100% 股票,宏利环球精选（强积金）计划,"宏利 MPF 富达增长基金
",宏利,混合资产基金 - 81% to 100% 股票,MNLF-GS-GWFDDD
Manulife Global Select (MPF) Scheme,Manulife MPF Fidelity Stable Growth Fund,Manulife,Mixed Assets Fund - 41% to 60% Equity,2003-09-01,"7,951.26",4,1.79073,12.90,3.99,3.96,-19.26,-1.57,宏利環球精選（強積金）計劃,宏利 MPF 富達平穩增長基金,宏利,混合資產基金 - 41% 至 60% 股票,宏利环球精选（强积金）计划,"宏利 MPF 富达平稳增长基金
",宏利,混合资产基金 - 41% to 60% 股票,MNLF-GS-STGWFD
Manulife Global Select (MPF) Scheme,Manulife MPF Growth Fund,Manulife,Mixed Assets Fund - 61% to 80% Equity,2000-12-01,"22,711.99",5,1.78402,18.43,7.24,6.29,-21.44,2.38,宏利環球精選（強積金）計劃,宏利 MPF 增長基金,宏利,混合資產基金 - 61% 至 80% 股票,宏利环球精选（强积金）计划,"宏利 MPF 增长基金
",宏利,混合资产基金 - 61% to 80% 股票,MNLF-GS-GWFDDD
Manulife Global Select (MPF) Scheme,Manulife MPF Hang Seng Index ESG Fund,Manulife,Equity Fund - Hong Kong Equity Fund (Index Tracking),2012-04-23,"8,944.91",7,0.92494,31.02,11.13,-13.34,-13.21,-12.64,宏利環球精選（強積金）計劃,宏利 MPF 恒指ESG基金,宏利,股票基金 - 香港股票基金（追蹤指數）,宏利环球精选（强积金）计划,"宏利 MPF 恒指ESG基金
",宏利,股票基金 - 香港股票基金（追踪指数）,MNLF-GS-HSIFD
Manulife Global Select (MPF) Scheme,Manulife MPF Healthcare Fund,Manulife,Equity Fund - Uncategorized Equity Fund,2008-04-02,"49,869.17",5,1.91298,18.28,-1.55,3.95,-6.06,18.86,宏利環球精選（強積金）計劃,宏利 MPF 康健護理基金,宏利,股票基金 - 未分類股票基金,宏利环球精选（强积金）计划,"宏利 MPF 康健护理基金
",宏利,股票基金 - 未分类股票基金,MNLF-GS-HCFDDD
Manulife Global Select (MPF) Scheme,Manulife MPF Hong Kong Bond Fund,Manulife,Bond Fund - Hong Kong Dollar Bond Fund,2000-12-01,"3,994.60",3,1.17720,6.66,2.60,5.65,-9.46,-1.54,宏利環球精選（強積金）計劃,宏利 MPF 香港債券基金,宏利,債券基金 - 港元債券基金,宏利环球精选（强积金）计划,"宏利 MPF 香港债券基金
",宏利,债券基金 - 港元债券基金,MNLF-GS-HKBFD
Manulife Global Select (MPF) Scheme,Manulife MPF Hong Kong Equity Fund,Manulife,Equity Fund - Hong Kong Equity Fund,2000-12-01,"22,405.64",7,1.77859,32.02,14.12,-14.97,-22.39,-15.79,宏利環球精選（強積金）計劃,宏利 MPF 香港股票基金,宏利,股票基金 - 香港股票基金,宏利环球精选（强积金）计划,"宏利 MPF 香港股票基金
",宏利,股票基金 - 香港股票基金,MNLF-GS-HKEFD
Manulife Global Select (MPF) Scheme,Manulife MPF Interest Fund,Manulife,Guaranteed Fund,2000-12-01,"37,893.40",1,1.76663,0.88,0.88,0.76,0.37,0.50,宏利環球精選（強積金）計劃,宏利 MPF 利息基金,宏利,保證基金,宏利环球精选（强积金）计划,"宏利 MPF 利息基金
",宏利,保证基金,MNLF-GS-ITFDDD
Manulife Global Select (MPF) Scheme,Manulife MPF International Bond Fund,Manulife,Bond Fund - Global Bond Fund,2000-12-01,"6,855.97",4,1.17063,5.24,-2.83,5.03,-16.11,-5.05,宏利環球精選（強積金）計劃,宏利 MPF 國際債券基金,宏利,債券基金 - 環球債券基金,宏利环球精选（强积金）计划,"宏利 MPF 国际债券基金
",宏利,债券基金 - 环球债券基金,MNLF-GS-INBDFD
Manulife Global Select (MPF) Scheme,Manulife MPF International Equity Fund,Manulife,Equity Fund - Global Equity Fund,2000-12-01,"15,425.29",5,1.77353,15.15,15.06,26.51,-28.29,16.98,宏利環球精選（強積金）計劃,宏利 MPF 國際股票基金,宏利,股票基金 - 環球股票基金,宏利环球精选（强积金）计划,"宏利 MPF 国际股票基金
",宏利,股票基金 - 环球股票基金,MNLF-GS-INEQFD
Manulife Global Select (MPF) Scheme,Manulife MPF Japan Equity Fund,Manulife,Equity Fund - Japan Equity Fund,2000-12-01,"10,965.61",4,1.76400,20.77,21.29,24.82,-11.30,9.64,宏利環球精選（強積金）計劃,宏利 MPF 日本股票基金,宏利,股票基金 - 日本股票基金,宏利环球精选（强积金）计划,"宏利 MPF 日本股票基金
",宏利,股票基金 - 日本股票基金,MNLF-GS-JPEQFD
Manulife Global Select (MPF) Scheme,Manulife MPF North American Equity Fund,Manulife,Equity Fund - United States Equity Fund,2000-12-01,"43,946.48",5,1.76261,12.15,21.23,38.69,-31.94,23.04,宏利環球精選（強積金）計劃,宏利 MPF 北美股票基金,宏利,股票基金 - 美國股票基金,宏利环球精选（强积金）计划,"宏利 MPF 北美股票基金
",宏利,股票基金 - 美国股票基金,MNLF-GS-NAEFD
Manulife Global Select (MPF) Scheme,Manulife MPF Pacific Asia Equity Fund,Manulife,Equity Fund - Asia Equity Fund,2000-12-01,"19,812.07",5,1.81569,23.96,11.80,5.55,-17.17,1.06,宏利環球精選（強積金）計劃,宏利 MPF 亞太股票基金,宏利,股票基金 - 亞洲股票基金,宏利环球精选（强积金）计划,"宏利 MPF 亚太股票基金
",宏利,股票基金 - 亚洲股票基金,MNLF-GS-PAEFD
Manulife Global Select (MPF) Scheme,Manulife MPF Retirement Income Fund,Manulife,Mixed Assets Fund - Uncategorized Mixed Asset Fund,2020-09-21,"2,164.89",4,1.35156,7.23,0.19,1.01,-19.68,-2.22,宏利環球精選（強積金）計劃,宏利 MPF 退休收益基金,宏利,混合資產基金 - 未分類混合資產基金,宏利环球精选（强积金）计划,"宏利 MPF 退休收益基金
",宏利,混合资产基金 - 未分类混合资产基金,MNLF-GS-RTICFD
Manulife Global Select (MPF) Scheme,Manulife MPF RMB Bond Fund,Manulife,Bond Fund - RMB Bond Fund,2013-12-16,"3,016.19",3,1.19991,7.27,1.37,2.59,-6.01,2.81,宏利環球精選（強積金）計劃,宏利 MPF 人民幣債券基金,宏利,債券基金 - 人民幣債券基金,宏利环球精选（强积金）计划,"宏利 MPF 人民币债券基金
",宏利,债券基金 - 人民币债券基金,MNLF-GS-RMBDFD
Manulife Global Select (MPF) Scheme,Manulife MPF Smart Retirement Fund,Manulife,Mixed Assets Fund - 41% to 60% Equity,2011-02-21,"1,395.39",4,1.06214,13.54,6.06,6.00,-18.74,1.41,宏利環球精選（強積金）計劃,宏利 MPF 智優裕退休基金,宏利,混合資產基金 - 41% 至 60% 股票,宏利环球精选（强积金）计划,"宏利 MPF 智优裕退休基金
",宏利,混合资产基金 - 41% to 60% 股票,MNLF-GS-SMRTFD
Manulife Global Select (MPF) Scheme,Manulife MPF Stable Fund,Manulife,Guaranteed Fund,2000-12-01,"18,166.69",4,1.77276,10.89,4.64,4.21,-15.23,-1.72,宏利環球精選（強積金）計劃,宏利 MPF 穩健基金,宏利,保證基金,宏利环球精选（强积金）计划,"宏利 MPF 稳健基金
",宏利,保证基金,MNLF-GS-STFDDD
Manulife Global Select (MPF) Scheme,Manulife MPF Sustainable Pacific Asia Bond Fund,Manulife,Bond Fund - Asia Bond Fund,2012-04-23,"1,775.09",4,1.19787,6.60,1.90,3.20,-10.91,-2.70,宏利環球精選（強積金）計劃,宏利 MPF 可持續亞太債券基金,宏利,債券基金 - 亞洲債券基金,宏利环球精选（强积金）计划,"宏利 MPF 可持续亚太债券基金
",宏利,债券基金 - 亚洲债券基金,MNLF-GS-SPAFD
Manulife RetireChoice (MPF) Scheme,Allianz Asian Fund - Class A,BCT,Equity Fund - Asia Equity Fund,2004-08-31,57.03,5,1.45828,31.53,3.33,2.59,-21.06,-8.90,宏利退休精選（強積金）計劃,安聯亞洲基金 - 單位A,銀聯信託,股票基金 - 亞洲股票基金,宏利退休精选（强积金）计划,"安联亚洲基金
 - 单位A",银联信托,股票基金 - 亚洲股票基金,BCT-RC-ASFDDA
Manulife RetireChoice (MPF) Scheme,Allianz Asian Fund - Class B,BCT,Equity Fund - Asia Equity Fund,2004-08-04,712.22,5,1.25912,31.79,3.54,2.79,-20.90,-8.72,宏利退休精選（強積金）計劃,安聯亞洲基金 - 單位B,銀聯信託,股票基金 - 亞洲股票基金,宏利退休精选（强积金）计划,"安联亚洲基金
 - 单位B",银联信托,股票基金 - 亚洲股票基金,BCT-RC-ASFDDB
Manulife RetireChoice (MPF) Scheme,Allianz Asian Fund - Class T,BCT,Equity Fund - Asia Equity Fund,2004-08-04,824.19,5,1.22903,31.83,3.57,2.83,-20.88,-8.69,宏利退休精選（強積金）計劃,安聯亞洲基金 - 單位T,銀聯信託,股票基金 - 亞洲股票基金,宏利退休精选（强积金）计划,"安联亚洲基金
 - 单位T",银联信托,股票基金 - 亚洲股票基金,BCT-RC-ASFDDT
