scheme,constituent_fund,mpf_trustee,fund_type,launch_date,fund_size_hkd_m,risk_class,latest_fund_expense_ratio,calendar_year_return_2025,calendar_year_return_2024,calendar_year_return_2023,calendar_year_return_2022,calendar_year_return_2021,scheme_tc,constituent_fund_tc,mpf_trustee_tc,fund_type_tc,scheme_sc,constituent_fund_sc,mpf_trustee_sc,fund_type_sc,fund_code
China Life MPF Master Trust Scheme,China Life MPF Conservative Fund,China Life,Money Market Fund - MPF Conservative Fund,2000-12-01,657.08,1,0.90091,2.32,3.43,3.20,0.32,0.00,中國人壽強積金集成信託計劃,中國人壽強積金保守基金,中國人壽,貨幣市場基金 — 強積金保守基金,中国人寿强积金集成信托计划,"中国人寿强积金保守基金
",中国人寿,货币市场基金 — 强积金保守基金,CHNL-CL-CNCVFD
China Life MPF Master Trust Scheme,China Life Retire-Easy Global Equity Fund,China Life,Equity Fund - Global Equity Fund,2007-10-01,373.46,5,1.25177,15.32,15.79,34.98,-21.57,0.47,中國人壽強積金集成信託計劃,中國人壽樂休閒環球股票基金,中國人壽,股票基金 - 環球股票基金,中国人寿强积金集成信托计划,"中国人寿乐休闲环球股票基金
",中国人寿,股票基金 - 环球股票基金,CHNL-CL-CREFD
China Life MPF Master Trust Scheme,China Life US Equity Fund,China Life,Equity Fund - United States Equity Fund,2021-12-13,282.93,5,0.89316,14.62,18.47,34.88,-33.04,,中國人壽強積金集成信託計劃,中國人壽美國股票基金,中國人壽,股票基金 - 美國股票基金,中国人寿强积金集成信托计划,"中国人寿美国股票基金
",中国人寿,股票基金 - 美国股票基金,CHNL-CL-CUEFD
Fidelity Retirement Master Trust,Age 65 Plus Fund,HSBC,Mixed Assets Fund - Default Investment Strategy - Age 65 Plus Fund,2017-04-01,"1,094.10",4,0.80442,5.17,3.42,7.28,-14.99,0.74,富達退休集成信託,65歲後基金,HSBC,混合資產基金 - 預設投資策略-65歲後基金,富达退休集成信托,"65岁后基金
",HSBC,混合资产基金 - 预设投资策略-65岁后基金,HSBC-FT-A6PFD
Fidelity Retirement Master Trust,Americas Equity Fund,HSBC,Equity Fund - United States Equity Fund,2023-08-31,"2,525.82",,1.39007,15.40,22.75,,,,富達退休集成信託,美洲股票基金,HSBC,股票基金 - 美國股票基金,富达退休集成信托,"美洲股票基金
",HSBC,股票基金 - 美国股票基金,HSBC-FT-AMEQFD
Fidelity Retirement Master Trust,Asia Pacific Equity Fund,HSBC,Equity Fund - Asia Equity Fund,2006-08-07,"6,480.66",5,1.54408,23.17,11.43,9.54,-21.62,-3.38,富達退休集成信託,亞太股票基金,HSBC,股票基金 - 亞洲股票基金,富达退休集成信托,"亚太股票基金
",HSBC,股票基金 - 亚洲股票基金,HSBC-FT-APEFD
Fidelity Retirement Master Trust,Balanced Fund,HSBC,Mixed Assets Fund - 61% to 80% Equity,2000-12-01,"4,753.90",5,1.53260,17.01,7.26,4.19,-19.62,-0.01,富達退休集成信託,均衡基金,HSBC,混合資產基金 - 61% 至 80% 股票,富达退休集成信托,"均衡基金
",HSBC,混合资产基金 - 61% to 80% 股票,HSBC-FT-BLFDDD
Fidelity Retirement Master Trust,Capital Stable Fund,HSBC,Mixed Assets Fund - 21% to 40% Equity,2000-12-01,"2,007.99",4,1.52942,9.26,2.04,4.16,-17.94,-2.40,富達退休集成信託,資本穩定基金,HSBC,混合資產基金 - 21% 至 40% 股票,富达退休集成信托,"资本稳定基金
",HSBC,混合资产基金 - 21% to 40% 股票,HSBC-FT-KPSTFD
Fidelity Retirement Master Trust,Core Accumulation Fund,HSBC,Mixed Assets Fund - Default Investment Strategy - Core Accumulation Fund,2017-04-01,"5,744.32",4,0.79169,13.29,9.70,14.03,-16.60,9.46,富達退休集成信託,核心累積基金,HSBC,混合資產基金 - 預設投資策略-核心累積基金,富达退休集成信托,"核心累积基金
",HSBC,混合资产基金 - 预设投资策略-核心累积基金,HSBC-FT-CRACFD
Fidelity Retirement Master Trust,European Equity Fund,HSBC,Equity Fund - Europe Equity Fund,2023-08-31,239.15,,1.42899,19.78,-0.34,,,,富達退休集成信託,歐洲股票基金,HSBC,股票基金 - 歐洲股票基金,富达退休集成信托,"欧洲股票基金
",HSBC,股票基金 - 欧洲股票基金,HSBC-FT-EUEQFD
Fidelity Retirement Master Trust,Fidelity Hong Kong Tracker Fund,HSBC,Equity Fund - Hong Kong Equity Fund (Index Tracking),2013-06-28,"2,607.85",6,0.74853,30.31,21.69,-11.08,-13.21,-12.52,富達退休集成信託,富達香港盈富基金,HSBC,股票基金 - 香港股票基金（追蹤指數）,富达退休集成信托,"富达香港盈富基金
",HSBC,股票基金 - 香港股票基金（追踪指数）,HSBC-FT-HKTFD
Fidelity Retirement Master Trust,Fidelity SaveEasy 2025 Fund,HSBC,Mixed Assets Fund - Uncategorized Mixed Asset Fund,2008-10-27,388.68,4,1.31493,10.03,4.33,4.32,-20.04,0.99,富達退休集成信託,富達「儲蓄易」2025基金,HSBC,混合資產基金 - 未分類混合資產基金,富达退休集成信托,"富达「储蓄易」2025基金
",HSBC,混合资产基金 - 未分类混合资产基金,HSBC-FT-SE25FD
Fidelity Retirement Master Trust,Fidelity SaveEasy 2030 Fund,HSBC,Mixed Assets Fund - Uncategorized Mixed Asset Fund,2008-10-27,673.61,5,1.56450,19.35,9.55,4.39,-20.58,1.10,富達退休集成信託,富達「儲蓄易」2030基金,HSBC,混合資產基金 - 未分類混合資產基金,富达退休集成信托,"富达「储蓄易」2030基金
",HSBC,混合资产基金 - 未分类混合资产基金,HSBC-FT-SE30FD
Fidelity Retirement Master Trust,Fidelity SaveEasy 2035 Fund,HSBC,Mixed Assets Fund - Uncategorized Mixed Asset Fund,2008-10-27,719.54,5,1.56536,20.87,10.50,4.32,-20.88,1.22,富達退休集成信託,富達「儲蓄易」2035基金,HSBC,混合資產基金 - 未分類混合資產基金,富达退休集成信托,"富达「储蓄易」2035基金
",HSBC,混合资产基金 - 未分类混合资产基金,HSBC-FT-SE35FD
Fidelity Retirement Master Trust,Fidelity SaveEasy 2040 Fund,HSBC,Mixed Assets Fund - Uncategorized Mixed Asset Fund,2008-10-27,"1,716.72",5,1.55239,22.06,10.97,4.41,-20.93,1.31,富達退休集成信託,富達「儲蓄易」2040基金,HSBC,混合資產基金 - 未分類混合資產基金,富达退休集成信托,"富达「储蓄易」2040基金
",HSBC,混合资产基金 - 未分类混合资产基金,HSBC-FT-SE40FD
Fidelity Retirement Master Trust,Fidelity SaveEasy 2045 Fund,HSBC,Mixed Assets Fund - Uncategorized Mixed Asset Fund,2015-11-23,331.88,5,1.65651,22.03,10.76,4.41,-21.02,1.06,富達退休集成信託,富達「儲蓄易」2045基金,HSBC,混合資產基金 - 未分類混合資產基金,富达退休集成信托,"富达「储蓄易」2045基金
",HSBC,混合资产基金 - 未分类混合资产基金,HSBC-FT-SE45FD
Fidelity Retirement Master Trust,Fidelity SaveEasy 2050 Fund,HSBC,Mixed Assets Fund - Uncategorized Mixed Asset Fund,2015-11-23,703.40,5,1.61082,22.54,10.89,4.31,-21.09,1.03,富達退休集成信託,富達「儲蓄易」2050基金,HSBC,混合資產基金 - 未分類混合資產基金,富达退休集成信托,"富达「储蓄易」2050基金
",HSBC,混合资产基金 - 未分类混合资产基金,HSBC-FT-SE50FD
Fidelity Retirement Master Trust,Global Equity Fund,HSBC,Equity Fund - Global Equity Fund,2003-07-02,"9,628.18",5,1.51111,17.33,15.28,18.21,-23.83,15.76,富達退休集成信託,環球股票基金,HSBC,股票基金 - 環球股票基金,富达退休集成信托,"环球股票基金
",HSBC,股票基金 - 环球股票基金,HSBC-FT-GLEQFD
Fidelity Retirement Master Trust,Growth Fund,HSBC,Mixed Assets Fund - 81% to 100% Equity,2000-12-01,"8,350.67",5,1.53620,20.41,10.05,4.46,-20.72,1.35,富達退休集成信託,增長基金,HSBC,混合資產基金 - 81% 至 100% 股票,富达退休集成信托,"增长基金
",HSBC,混合资产基金 - 81% to 100% 股票,HSBC-FT-GWFDDD
Fidelity Retirement Master Trust,Hong Kong Bond Fund,HSBC,Bond Fund - Hong Kong Dollar Bond Fund,2003-07-08,"1,325.54",3,1.25571,6.11,3.29,6.56,-10.26,-0.77,富達退休集成信託,香港債券基金,HSBC,債券基金 - 港元債券基金,富达退休集成信托,"香港债券基金
",HSBC,债券基金 - 港元债券基金,HSBC-FT-HKBFD
Fidelity Retirement Master Trust,Hong Kong Equity Fund,HSBC,Equity Fund - Hong Kong Equity Fund,2000-12-01,"7,291.17",6,1.52060,30.03,16.83,-16.18,-19.03,-15.94,富達退休集成信託,香港股票基金,HSBC,股票基金 - 香港股票基金,富达退休集成信托,"香港股票基金
",HSBC,股票基金 - 香港股票基金,HSBC-FT-HKEFD
Fidelity Retirement Master Trust,MPF Conservative Fund,HSBC,Money Market Fund - MPF Conservative Fund,2000-12-01,"7,167.56",1,0.97277,2.08,3.55,3.03,0.08,0.00,富達退休集成信託,強積金保守基金,HSBC,貨幣市場基金 — 強積金保守基金,富达退休集成信托,"强积金保守基金
",HSBC,货币市场基金 — 强积金保守基金,HSBC-FT-CVFDDD
Fidelity Retirement Master Trust,RetireEasy Fund,HSBC,Mixed Assets Fund - Uncategorized Mixed Asset Fund,2021-11-01,332.07,4,1.30567,9.29,5.17,8.00,-18.92,,富達退休集成信託,退休易基金,HSBC,混合資產基金 - 未分類混合資產基金,富达退休集成信托,"退休易基金
",HSBC,混合资产基金 - 未分类混合资产基金,HSBC-FT-REFDDD
Fidelity Retirement Master Trust,RMB Bond Fund,HSBC,Bond Fund - RMB Bond Fund,2016-05-16,613.00,3,1.32258,6.39,1.00,1.42,-7.71,1.51,富達退休集成信託,人民幣債券基金,HSBC,債券基金 - 人民幣債券基金,富达退休集成信托,"人民币债券基金
",HSBC,债券基金 - 人民币债券基金,HSBC-FT-RMBDFD
Fidelity Retirement Master Trust,Stable Growth Fund,HSBC,Mixed Assets Fund - 41% to 60% Equity,2000-12-01,"4,146.59",4,1.52523,13.28,4.32,4.26,-19.07,-1.25,富達退休集成信託,平穩增長基金,HSBC,混合資產基金 - 41% 至 60% 股票,富达退休集成信托,"平稳增长基金
",HSBC,混合资产基金 - 41% to 60% 股票,HSBC-FT-STGWFD
Fidelity Retirement Master Trust,World Bond Fund,HSBC,Bond Fund - Global Bond Fund,2003-07-08,"1,416.49",4,1.50430,4.49,-3.65,4.30,-18.21,-5.34,富達退休集成信託,國際債券基金,HSBC,債券基金 - 環球債券基金,富达退休集成信托,"国际债券基金
",HSBC,债券基金 - 环球债券基金,HSBC-FT-WDBDFD
Haitong MPF Retirement Fund,Haitong Age 65 Plus Fund - Class A,HSBC,Mixed Assets Fund - Default Investment Strategy - Age 65 Plus Fund,2017-04-01,4.66,4,0.92894,9.51,6.27,9.02,-15.42,1.88,海通MPF退休金,海通65歲後基金 - A類別,HSBC,混合資產基金 - 預設投資策略-65歲後基金,海通MPF退休金,"海通65岁后基金
 - A类别",HSBC,混合资产基金 - 预设投资策略-65岁后基金,HSBC-HT-HA6FDA
Haitong MPF Retirement Fund,Haitong Age 65 Plus Fund - Class T,HSBC,Mixed Assets Fund - Default Investment Strategy - Age 65 Plus Fund,2017-04-01,8.03,4,0.92960,9.51,6.27,9.02,-15.42,1.88,海通MPF退休金,海通65歲後基金 - T類別,HSBC,混合資產基金 - 預設投資策略-65歲後基金,海通MPF退休金,"海通65岁后基金
 - T类别",HSBC,混合资产基金 - 预设投资策略-65岁后基金,HSBC-HT-HA6FDT
Haitong MPF Retirement Fund,Haitong Asia Pacific Fund - Class A,HSBC,Equity Fund - Asia Equity Fund,2001-02-01,27.21,5,1.91753,29.66,13.26,2.77,-22.73,0.86,海通MPF退休金,海通亞太基金 - A類別,HSBC,股票基金 - 亞洲股票基金,海通MPF退休金,"海通亚太基金
 - A类别",HSBC,股票基金 - 亚洲股票基金,HSBC-HT-HAPFDA
Haitong MPF Retirement Fund,Haitong Asia Pacific Fund - Class T,HSBC,Equity Fund - Asia Equity Fund,2001-02-01,62.47,5,1.86793,29.66,13.37,2.79,-22.70,0.92,海通MPF退休金,海通亞太基金 - T類別,HSBC,股票基金 - 亞洲股票基金,海通MPF退休金,"海通亚太基金
 - T类别",HSBC,股票基金 - 亚洲股票基金,HSBC-HT-HAPFDT
Haitong MPF Retirement Fund,Haitong Core Accumulation Fund - Class A,HSBC,Mixed Assets Fund - Default Investment Strategy - Core Accumulation Fund,2017-04-01,44.29,6,0.92544,18.67,15.52,15.83,-21.34,11.59,海通MPF退休金,海通核心累積基金 - A類別,HSBC,混合資產基金 - 預設投資策略-核心累積基金,海通MPF退休金,"海通核心累积基金
 - A类别",HSBC,混合资产基金 - 预设投资策略-核心累积基金,HSBC-HT-HCAFDA
Haitong MPF Retirement Fund,Haitong Core Accumulation Fund - Class T,HSBC,Mixed Assets Fund - Default Investment Strategy - Core Accumulation Fund,2017-04-01,49.83,6,0.92562,18.65,15.55,15.80,-21.32,11.58,海通MPF退休金,海通核心累積基金 - T類別,HSBC,混合資產基金 - 預設投資策略-核心累積基金,海通MPF退休金,"海通核心累积基金
 - T类别",HSBC,混合资产基金 - 预设投资策略-核心累积基金,HSBC-HT-HCAFDT
Haitong MPF Retirement Fund,Haitong Global Diversification Fund - Class A,HSBC,Equity Fund - Global Equity Fund,2001-02-01,79.30,6,1.39248,25.16,23.51,21.71,-27.37,20.65,海通MPF退休金,海通環球分散基金 - A類別,HSBC,股票基金 - 環球股票基金,海通MPF退休金,"海通环球分散基金
 - A类别",HSBC,股票基金 - 环球股票基金,HSBC-HT-HGDFDA
Haitong MPF Retirement Fund,Haitong Global Diversification Fund - Class T,HSBC,Equity Fund - Global Equity Fund,2001-02-01,157.13,6,1.29271,25.29,23.64,21.77,-27.26,20.79,海通MPF退休金,海通環球分散基金 - T類別,HSBC,股票基金 - 環球股票基金,海通MPF退休金,"海通环球分散基金
 - T类别",HSBC,股票基金 - 环球股票基金,HSBC-HT-HGDFDT
Haitong MPF Retirement Fund,Haitong Hong Kong SAR Fund - Class A,HSBC,Equity Fund - Hong Kong Equity Fund,2001-02-01,60.95,4,1.73598,30.82,14.98,-16.33,-15.72,-9.05,海通MPF退休金,海通香港特區基金 - A類別,HSBC,股票基金 - 香港股票基金,海通MPF退休金,"海通香港特区基金
 - A类别",HSBC,股票基金 - 香港股票基金,HSBC-HT-HHKFDA
Haitong MPF Retirement Fund,Haitong Hong Kong SAR Fund - Class T,HSBC,Equity Fund - Hong Kong Equity Fund,2001-02-01,159.49,4,1.65624,30.92,15.09,-16.27,-15.65,-8.98,海通MPF退休金,海通香港特區基金 - T類別,HSBC,股票基金 - 香港股票基金,海通MPF退休金,"海通香港特区基金
 - T类别",HSBC,股票基金 - 香港股票基金,HSBC-HT-HHKFDT
Haitong MPF Retirement Fund,Haitong Korea Fund - Class A,HSBC,Equity Fund - Uncategorized Equity Fund,2001-02-01,11.32,7,1.71456,84.85,-8.23,16.69,-24.30,-1.65,海通MPF退休金,海通韓國基金 - A類別,HSBC,股票基金 - 未分類股票基金,海通MPF退休金,"海通韩国基金
 - A类别",HSBC,股票基金 - 未分类股票基金,HSBC-HT-HAKOFA
Haitong MPF Retirement Fund,Haitong Korea Fund - Class T,HSBC,Equity Fund - Uncategorized Equity Fund,2001-02-01,115.07,7,1.71427,84.79,-8.21,16.68,-24.29,-1.65,海通MPF退休金,海通韓國基金 - T類別,HSBC,股票基金 - 未分類股票基金,海通MPF退休金,"海通韩国基金
 - T类别",HSBC,股票基金 - 未分类股票基金,HSBC-HT-HAKOFT
Haitong MPF Retirement Fund,Haitong MPF Conservative Fund - Class A,HSBC,Money Market Fund - MPF Conservative Fund,2001-02-01,34.62,3,0.94405,2.30,3.58,3.53,0.27,0.09,海通MPF退休金,海通強積金保守基金 - A類別,HSBC,貨幣市場基金 — 強積金保守基金,海通MPF退休金,"海通强积金保守基金
 - A类别",HSBC,货币市场基金 — 强积金保守基金,HSBC-HT-HACVFA
Haitong MPF Retirement Fund,Haitong MPF Conservative Fund - Class T,HSBC,Money Market Fund - MPF Conservative Fund,2001-02-01,75.94,3,0.89323,2.34,3.60,3.55,0.43,0.00,海通MPF退休金,海通強積金保守基金 - T類別,HSBC,貨幣市場基金 — 強積金保守基金,海通MPF退休金,"海通强积金保守基金
 - T类别",HSBC,货币市场基金 — 强积金保守基金,HSBC-HT-HACVFT
Hang Seng Mandatory Provident Fund - SuperTrust Plus,Age 65 Plus Fund,HSBC,Mixed Assets Fund - Default Investment Strategy - Age 65 Plus Fund,2009-10-08,"2,158.65",4,0.77784,6.28,2.56,7.15,-13.21,1.39,恒生強積金智選計劃,65 歲後基金,HSBC,混合資產基金 - 預設投資策略-65歲後基金,恒生强积金智选计划,"65 岁后基金
",HSBC,混合资产基金 - 预设投资策略-65岁后基金,HSBC-HS-A6PFD
Hang Seng Mandatory Provident Fund - SuperTrust Plus,Asia Pacific Equity Fund,HSBC,Equity Fund - Asia Equity Fund,2000-12-01,"4,950.79",5,1.49646,23.43,8.43,-1.28,-25.41,-0.49,恒生強積金智選計劃,亞太股票基金,HSBC,股票基金 - 亞洲股票基金,恒生强积金智选计划,"亚太股票基金
",HSBC,股票基金 - 亚洲股票基金,HSBC-HS-APEFD
Hang Seng Mandatory Provident Fund - SuperTrust Plus,Balanced Fund,HSBC,Mixed Assets Fund - 61% to 80% Equity,2000-12-01,"6,701.35",4,1.43436,20.43,7.16,5.51,-14.08,1.21,恒生強積金智選計劃,均衡基金,HSBC,混合資產基金 - 61% 至 80% 股票,恒生强积金智选计划,"均衡基金
",HSBC,混合资产基金 - 61% to 80% 股票,HSBC-HS-BLFDDD
Hang Seng Mandatory Provident Fund - SuperTrust Plus,Chinese Equity Fund,HSBC,Equity Fund - China Equity Fund,2009-10-08,"3,938.20",6,1.49390,30.43,15.75,-18.15,-25.60,-18.24,恒生強積金智選計劃,中國股票基金,HSBC,股票基金 - 中國股票基金,恒生强积金智选计划,"中国股票基金
",HSBC,股票基金 - 中国股票基金,HSBC-HS-CHEQFD
Hang Seng Mandatory Provident Fund - SuperTrust Plus,Core Accumulation Fund,HSBC,Mixed Assets Fund - Default Investment Strategy - Core Accumulation Fund,2000-12-01,"7,432.01",4,0.77620,14.05,7.92,14.29,-14.53,11.28,恒生強積金智選計劃,核心累積基金,HSBC,混合資產基金 - 預設投資策略-核心累積基金,恒生强积金智选计划,"核心累积基金
",HSBC,混合资产基金 - 预设投资策略-核心累积基金,HSBC-HS-CRACFD
Hang Seng Mandatory Provident Fund - SuperTrust Plus,European Equity Fund,HSBC,Equity Fund - Europe Equity Fund,2000-12-01,"1,729.93",5,1.33251,30.89,-1.57,17.89,-14.76,15.84,恒生強積金智選計劃,歐洲股票基金,HSBC,股票基金 - 歐洲股票基金,恒生强积金智选计划,"欧洲股票基金
",HSBC,股票基金 - 欧洲股票基金,HSBC-HS-EUEQFD
Hang Seng Mandatory Provident Fund - SuperTrust Plus,Global Bond Fund,HSBC,Bond Fund - Global Bond Fund,2009-10-08,"1,768.38",4,0.82206,5.68,-2.72,4.49,-15.49,-5.84,恒生強積金智選計劃,環球債券基金,HSBC,債券基金 - 環球債券基金,恒生强积金智选计划,"环球债券基金
",HSBC,债券基金 - 环球债券基金,HSBC-HS-GLBDFD
Hang Seng Mandatory Provident Fund - SuperTrust Plus,Global Equity Fund,HSBC,Equity Fund - Global Equity Fund,2019-07-01,"1,841.24",5,0.81568,20.64,13.97,22.11,-17.28,21.63,恒生強積金智選計劃,環球股票基金,HSBC,股票基金 - 環球股票基金,恒生强积金智选计划,"环球股票基金
",HSBC,股票基金 - 环球股票基金,HSBC-HS-GLEQFD
